seg	lat	lon	eleGPX	ele	eleShift	wind	grade	dist	radius	course	pTarget	pRider	pBrake	vMax	vTarget	vEntry	vExit	segTime	cumTime	cumDist	calcPath	calcSteps
521	38.072502	-5.640283	554.75	554.75	0.00	-8.47	0.00	23.45	0	328	42	0	0	50.83	25.00	33.64	33.00	2.58	1.390	24.830	20	1
522	38.072681	-5.640425	554.75	554.75	0.00	-9.05	-1.38	18.15	99	335	-39	0	0	43.53	43.53	33.00	33.45	1.93	1.391	24.854	10	1
523	38.072829	-5.640513	554.50	554.50	0.00	-9.81	0.00	26.70	88	349	28	0	0	40.94	25.00	33.45	32.76	2.95	1.392	24.872	20	1
524	38.073065	-5.640572	554.50	554.50	0.00	-9.99	0.00	12.11	0	2	25	0	0	80.00	25.00	32.76	32.45	1.36	1.392	24.899	20	1
525	38.073174	-5.640567	554.50	554.50	0.00	-9.96	-1.07	70.00	0	5	-17	0	0	44.82	44.82	32.45	33.47	7.56	1.393	24.911	10	1
526	38.073802	-5.640494	553.75	553.75	0.00	-9.98	-2.90	17.24	74	356	-213	0	0	37.66	37.66	33.47	34.85	1.82	1.395	24.981	10	1
527	38.073957	-5.640506	553.25	553.25	0.00	-9.32	-0.59	126.97	0	339	0	0	0	80.00	27.29	34.85	34.34	13.41	1.395	24.998	20	1
528	38.075023	-5.641031	552.50	552.50	0.00	-9.26	2.66	282.19	0	338	106	80	0	80.00	15.59	34.34	15.59	52.00	1.399	25.125	24	11
529	38.077376	-5.642246	560.00	560.00	0.00	-9.75	5.31	28.28	0	347	135	114	0	80.00	11.13	15.59	11.66	7.70	1.414	25.407	2	3
530	38.077624	-5.642318	561.50	561.50	0.00	-9.99	8.65	20.30	72	358	160	146	0	80.00	8.13	11.66	8.13	8.10	1.416	25.435	24	2
531	38.077806	-5.642328	563.25	563.25	0.00	-9.69	12.29	8.20	31	14	160	148	0	80.00	5.54	8.13	5.54	4.83	1.418	25.456	24	2
532	38.077877	-5.642305	564.25	564.25	0.00	-8.85	14.23	10.64	33	28	160	157	0	80.00	4.58	5.54	4.58	8.27	1.419	25.464	24	1
533	38.077961	-5.642249	565.50	565.75	0.25	-6.63	14.23	14.20	34	48	160	159	0	80.00	4.24	4.58	4.24	12.03	1.422	25.474	24	1
534	38.078045	-5.642129	567.75	567.75	0.00	-4.17	13.40	5.65	0	65	160	159	0	80.00	4.26	4.24	4.24	4.79	1.425	25.489	4	0
535	38.078066	-5.642071	568.50	568.50	0.00	-4.17	15.02	6.73	0	65	160	158	0	80.00	3.83	4.24	3.83	6.31	1.426	25.494	24	1
536	38.078091	-5.642002	569.50	569.50	0.00	-2.23	13.39	7.54	0	77	160	161	0	80.00	4.18	3.83	4.18	6.52	1.428	25.501	14	1
537	38.078106	-5.641919	570.50	570.50	0.00	-2.45	10.80	5.46	32	76	160	163	0	80.00	5.10	4.18	5.10	3.98	1.430	25.509	14	1
538	38.078118	-5.641859	571.25	571.09	-0.16	1.13	8.00	10.81	40	97	160	163	0	80.00	6.47	5.10	6.47	6.25	1.431	25.514	14	1
539	38.078107	-5.641737	572.25	571.95	-0.30	2.27	8.00	22.59	0	103	160	159	0	80.00	6.28	6.47	6.28	12.94	1.433	25.525	24	1
540	38.078061	-5.641487	573.75	573.75	0.00	3.64	6.40	23.50	0	111	155	156	0	80.00	6.86	6.28	6.86	12.42	1.436	25.547	14	1
541	38.077984	-5.641238	575.25	575.25	0.00	5.93	3.14	15.91	63	126	142	148	0	80.00	8.22	6.86	8.22	7.17	1.440	25.571	14	1
542	38.077899	-5.641092	575.75	575.75	0.00	7.70	5.62	29.60	0	140	153	149	0	80.00	5.86	8.22	5.86	17.74	1.442	25.587	24	2
543	38.077694	-5.640877	576.00	577.41	1.41	7.19	5.62	59.53	0	136	153	153	0	80.00	6.05	5.86	6.05	35.42	1.447	25.616	14	1
544	38.077309	-5.640406	580.75	580.75	0.00	5.80	3.15	45.99	0	125	142	145	0	80.00	8.30	6.05	8.30	20.33	1.456	25.676	14	2
545	38.077069	-5.639979	583.75	582.20	-1.55	5.46	5.18	25.47	0	123	151	147	0	80.00	6.98	8.30	6.98	12.94	1.462	25.722	24	1
546	38.076944	-5.639736	583.00	583.52	0.52	3.66	8.73	18.55	48	111	160	157	0	80.00	5.60	6.98	5.60	11.73	1.466	25.747	24	1
547	38.076883	-5.639540	583.00	585.13	2.13	-1.69	12.12	16.58	34	80	160	158	0	80.00	4.57	5.60	4.57	12.94	1.469	25.766	24	1
548	38.076908	-5.639355	584.75	587.13	2.38	-5.50	12.12	15.24	41	57	160	161	0	80.00	4.81	4.57	4.81	11.43	1.473	25.783	14	1
549	38.076983	-5.639211	587.50	588.96	1.46	-7.83	12.39	22.58	0	38	160	160	0	80.00	5.06	4.81	5.06	16.08	1.476	25.798	14	1
550	38.077141	-5.639052	592.50	591.73	-0.77	-5.84	12.39	61.30	0	54	160	160	0	80.00	4.75	5.06	4.75	46.45	1.480	25.820	24	1
551	38.077461	-5.638489	600.50	599.27	-1.23	-2.43	11.13	15.65	43	76	160	161	0	80.00	4.96	4.75	4.96	11.36	1.493	25.882	14	1
552	38.077495	-5.638317	601.00	601.00	0.00	0.96	7.37	17.32	34	96	159	162	0	80.00	6.93	4.96	6.93	9.38	1.496	25.897	14	2
553	38.077480	-5.638121	603.50	602.27	-1.23	6.58	4.33	14.69	28	131	147	146	0	80.00	6.99	6.93	6.93	7.63	1.499	25.915	4	0
554	38.077393	-5.637995	604.50	602.91	-1.59	9.06	2.80	37.88	85	155	141	140	0	80.00	6.57	6.93	6.57	20.74	1.501	25.929	24	1
555	38.077084	-5.637812	604.75	603.97	-0.78	9.81	2.80	21.84	91	169	141	139	0	80.00	6.16	6.57	6.16	12.74	1.507	25.967	24	1
556	38.076891	-5.637764	604.00	604.58	0.58	9.99	0.13	27.11	0	182	126	130	0	36.06	7.52	6.16	7.52	13.12	1.510	25.989	14	1
557	38.076647	-5.637777	601.75	604.61	2.86	9.27	0.13	15.68	38	158	126	131	0	27.04	8.14	7.52	8.14	6.97	1.514	26.016	14	1
558	38.076516	-5.637710	600.75	604.63	3.88	7.14	0.13	57.17	0	136	126	132	0	80.00	10.31	8.14	10.31	20.26	1.516	26.032	14	2
559	38.076148	-5.637254	604.00	604.71	0.71	8.40	0.13	30.67	0	147	126	121	0	80.00	8.97	10.31	8.97	12.06	1.521	26.089	24	1
560	38.075916	-5.637064	604.75	604.75	0.00	8.09	3.26	35.27	0	144	143	139	0	80.00	6.85	8.97	6.85	18.12	1.525	26.120	24	2
561	38.075659	-5.636828	605.25	605.90	0.65	6.94	3.26	20.96	58	134	143	145	0	80.00	7.51	6.85	7.51	10.11	1.530	26.155	14	1
562	38.075528	-5.636656	605.75	606.58	0.83	2.81	6.34	13.83	39	106	154	163	0	80.00	7.11	7.51	7.51	6.63	1.533	26.176	4	0
563	38.075493	-5.636505	607.00	607.46	0.46	0.68	6.34	13.13	48	94	152	151	0	80.00	7.56	7.51	7.51	6.29	1.535	26.190	4	0
564	38.075485	-5.636356	608.75	608.29	-0.46	-2.61	6.34	21.76	0	75	149	150	0	80.00	7.70	7.51	7.70	10.18	1.536	26.203	14	1
565	38.075536	-5.636117	613.50	609.66	-3.84	-2.77	6.34	21.31	0	74	149	149	0	80.00	7.70	7.70	7.70	9.96	1.539	26.225	4	0
566	38.075589	-5.635884	618.00	611.01	-6.99	-0.97	6.34	21.81	77	84	150	150	0	80.00	7.72	7.70	7.70	10.20	1.542	26.246	4	0
567	38.075608	-5.635637	622.75	612.39	-10.36	2.26	6.34	13.80	29	103	153	164	0	80.00	7.24	7.70	7.70	6.45	1.545	26.268	4	0
568	38.075580	-5.635484	624.75	613.27	-11.48	6.85	6.34	8.44	16	133	155	145	0	80.00	5.86	7.70	5.86	4.89	1.546	26.282	24	2
569	38.075528	-5.635414	624.75	613.80	-10.95	9.49	6.34	9.49	37	162	155	152	0	80.00	4.99	5.86	4.99	6.76	1.548	26.290	24	1
570	38.075447	-5.635380	623.75	614.40	-9.35	9.50	6.34	56.79	0	162	155	156	0	80.00	4.99	4.99	4.99	40.95	1.550	26.299	4	0
571	38.074962	-5.635178	618.00	618.00	0.00	7.92	9.71	17.04	50	142	160	159	0	80.00	4.35	4.99	4.35	14.06	1.561	26.356	24	1
572	38.074841	-5.635060	618.50	619.65	1.15	5.44	9.71	17.64	44	123	160	161	0	80.00	4.84	4.35	4.84	13.19	1.565	26.373	14	1
573	38.074755	-5.634892	620.25	621.35	1.10	1.25	7.62	30.24	0	97	160	162	0	80.00	6.72	4.84	6.72	16.54	1.569	26.391	14	2
574	38.074721	-5.634551	626.25	623.65	-2.60	3.71	4.92	18.26	33	112	147	151	0	80.00	7.80	6.72	7.80	8.60	1.573	26.421	14	1
575	38.074660	-5.634358	629.00	624.55	-4.45	9.46	4.92	34.66	0	161	150	147	0	80.00	5.45	7.80	5.45	22.44	1.576	26.439	24	2
576	38.074365	-5.634230	626.25	626.25	0.00	7.66	1.18	18.41	57	140	133	144	0	80.00	8.70	5.45	8.70	8.13	1.582	26.474	14	2
577	38.074238	-5.634095	626.75	626.47	-0.28	5.57	1.18	26.09	0	124	133	144	0	80.00	10.69	8.70	10.69	9.09	1.584	26.493	14	2
578	38.074107	-5.633848	629.75	626.77	-2.98	6.08	1.18	29.05	0	127	133	142	0	80.00	10.18	10.69	10.69	9.78	1.587	26.519	4	0
579	38.073948	-5.633585	632.25	627.12	-5.13	6.79	1.18	23.06	0	133	133	126	0	80.00	9.49	10.69	9.49	8.55	1.589	26.548	24	1
580	38.073807	-5.633392	633.25	627.39	-5.86	8.43	1.18	17.78	79	147	133	125	0	80.00	8.06	9.49	8.06	7.69	1.592	26.571	24	1
581	38.073672	-5.633283	632.25	627.60	-4.65	9.31	1.18	32.54	0	159	133	131	0	80.00	7.38	8.06	7.38	15.81	1.594	26.589	24	1
582	38.073399	-5.633148	627.25	627.98	0.73	7.11	4.61	13.12	32	135	148	144	0	80.00	6.58	7.38	6.58	7.10	1.598	26.621	24	1
583	38.073315	-5.633043	626.25	628.59	2.34	3.78	4.61	14.99	32	112	146	152	0	80.00	8.02	6.58	8.02	6.98	1.600	26.634	14	1
584	38.073264	-5.632885	626.50	629.28	2.78	-1.04	7.62	16.10	41	84	160	155	0	80.00	6.98	8.02	6.98	8.17	1.602	26.649	24	1
585	38.073279	-5.632703	628.50	630.50	2.00	-3.71	8.59	40.49	0	68	160	159	0	80.00	6.38	6.98	6.38	22.80	1.604	26.665	24	1
586	38.073414	-5.632276	636.00	633.96	-2.04	-4.32	8.59	54.95	0	64	160	160	0	80.00	6.45	6.38	6.45	30.69	1.611	26.706	14	1
587	38.073627	-5.631713	647.00	638.67	-8.33	-0.32	4.87	14.06	30	88	140	153	0	80.00	8.87	6.45	8.87	6.15	1.619	26.761	14	2
588	38.073631	-5.631553	649.00	639.35	-9.65	4.24	4.87	11.54	27	115	148	138	0	80.00	7.66	8.87	7.66	5.24	1.621	26.775	24	1
589	38.073587	-5.631434	649.00	639.91	-9.09	7.38	4.87	14.31	38	138	149	144	0	80.00	6.33	7.66	6.33	7.94	1.622	26.786	24	1
590	38.073492	-5.631324	647.50	640.61	-6.89	9.14	4.13	75.49	0	156	146	146	0	80.00	5.89	6.33	5.89	46.08	1.625	26.801	24	1
591	38.072871	-5.630975	644.25	643.72	-0.53	7.99	1.19	14.87	39	143	133	145	0	80.00	8.41	5.89	8.41	6.74	1.638	26.876	14	2
592	38.072764	-5.630873	645.00	643.90	-1.10	4.17	1.19	12.26	42	115	129	160	0	40.54	11.97	8.41	11.43	4.28	1.639	26.891	1	2
593	38.072718	-5.630746	645.00	644.04	-0.96	3.32	0.01	12.37	56	109	116	145	0	32.53	15.23	11.43	13.58	3.51	1.641	26.903	1	2
594	38.072681	-5.630613	643.75	644.04	0.29	-0.15	0.01	15.26	38	89	100	124	0	27.06	20.19	13.58	15.80	3.68	1.642	26.916	1	2
595	38.072683	-5.630439	643.00	644.05	1.05	-4.06	1.94	75.17	0	66	102	94	0	80.00	14.10	15.80	14.10	18.62	1.643	26.931	24	1
596	38.072958	-5.629656	645.50	645.50	0.00	-6.41	4.38	28.60	0	50	124	106	0	80.00	9.87	14.10	9.93	8.81	1.648	27.006	2	3
597	38.073123	-5.629406	646.75	646.75	0.00	-8.05	7.01	25.03	0	36	154	148	0	80.00	8.58	9.93	8.58	10.28	1.650	27.035	24	1
598	38.073304	-5.629237	648.50	648.50	0.00	-8.69	7.41	23.82	72	30	159	157	0	80.00	8.68	8.58	8.58	9.99	1.653	27.060	4	0
599	38.073490	-5.629103	649.50	650.26	0.76	-10.00	10.90	20.21	58	360	160	154	0	80.00	6.40	8.58	6.40	10.98	1.656	27.083	24	2
600	38.073671	-5.629103	651.75	652.45	0.70	-9.85	8.87	48.78	0	350	160	161	0	80.00	7.85	6.40	7.85	22.65	1.659	27.104	14	1
601	38.074102	-5.629200	657.75	656.76	-0.99	-9.58	8.87	46.28	0	343	160	160	0	80.00	7.72	7.85	7.72	21.57	1.665	27.152	24	1
602	38.074500	-5.629350	662.00	660.85	-1.15	-9.95	6.73	14.09	44	354	151	160	0	80.00	9.91	7.72	9.84	5.63	1.671	27.199	1	2
603	38.074626	-5.629366	662.50	661.80	-0.70	-9.41	2.90	15.57	36	20	109	136	0	80.00	15.11	9.84	13.18	4.78	1.673	27.213	1	2
604	38.074758	-5.629306	662.25	662.25	0.00	-7.29	-0.43	58.79	0	43	19	60	0	44.33	25.00	13.18	19.09	12.82	1.674	27.228	1	4
605	38.075144	-5.628847	662.00	662.00	0.00	-5.89	-2.35	21.29	65	54	-101	0	0	35.08	35.08	19.09	21.24	3.78	1.678	27.287	10	2
606	38.075257	-5.628651	661.50	661.50	0.00	-1.70	-1.28	19.58	44	80	29	60	0	28.92	25.00	21.24	22.22	3.22	1.679	27.308	1	1
607	38.075287	-5.628431	661.25	661.25	0.00	2.58	1.57	47.68	0	105	125	65	0	80.00	12.60	22.22	13.34	10.69	1.680	27.328	2	6
608	38.075176	-5.627906	662.00	662.00	0.00	4.33	2.87	17.43	64	116	139	118	0	80.00	9.48	13.34	9.98	5.55	1.683	27.376	2	3
609	38.075108	-5.627727	662.50	662.50	0.00	7.24	3.35	22.39	90	136	143	135	0	80.00	7.27	9.98	7.27	10.47	1.684	27.393	24	2
610	38.074962	-5.627551	663.25	663.25	0.00	7.96	5.51	68.17	0	143	152	151	0	80.00	5.81	7.27	5.81	42.03	1.687	27.416	24	1
611	38.074474	-5.627081	667.00	667.00	0.00	5.12	4.72	37.11	0	121	149	150	0	80.00	7.43	5.81	7.43	18.28	1.699	27.484	14	1
612	38.074303	-5.626718	668.75	668.75	0.00	6.75	6.18	20.26	0	132	155	151	0	80.00	5.97	7.43	5.97	12.00	1.704	27.521	24	1
613	38.074180	-5.626548	670.00	670.00	0.00	7.30	4.54	55.11	0	137	148	149	0	80.00	6.53	5.97	6.53	30.44	1.707	27.541	14	1
614	38.073818	-5.626119	672.50	672.50	0.00	5.69	3.94	12.70	38	125	146	151	0	80.00	7.72	6.53	7.72	6.11	1.716	27.596	14	1
615	38.073753	-5.626000	673.00	673.00	0.00	1.50	4.79	16.34	31	99	143	148	0	80.00	8.59	7.72	8.59	6.96	1.717	27.609	14	1
616	38.073731	-5.625816	673.50	673.78	0.28	-2.73	4.79	9.77	23	74	134	130	0	80.00	8.87	8.59	8.59	4.09	1.719	27.625	4	0
617	38.073755	-5.625709	674.25	674.25	0.00	-6.47	1.47	10.12	21	50	94	117	0	29.02	16.64	8.59	11.64	3.54	1.720	27.635	1	2
618	38.073814	-5.625621	674.75	674.40	-0.35	-9.07	-2.09	6.86	18	25	-93	60	0	18.45	18.45	11.64	14.31	1.88	1.721	27.645	1	2
619	38.073870	-5.625588	674.50	674.26	-0.24	-9.95	-2.09	12.27	51	6	-117	0	0	31.13	31.13	14.31	16.75	2.81	1.722	27.652	10	2
620	38.073980	-5.625574	674.00	674.00	0.00	-10.00	-3.88	64.54	0	0	-336	0	0	42.56	42.56	16.75	29.32	9.96	1.723	27.664	10	8
621	38.074561	-5.625569	671.50	671.50	0.00	-9.92	-3.04	16.46	73	7	-225	0	0	37.31	37.31	29.32	30.96	1.96	1.725	27.729	10	2
622	38.074708	-5.625545	671.00	671.00	0.00	-8.97	-1.23	20.29	91	26	-31	0	0	41.63	41.63	30.96	31.38	2.29	1.726	27.745	10	1
623	38.074872	-5.625443	670.75	670.75	0.00	-8.51	-2.99	25.06	59	32	-182	0	-243	30.60	30.60	31.38	30.60	2.95	1.727	27.766	35	1
624	38.075064	-5.625293	670.00	670.00	0.00	-4.05	-2.27	11.23	23	66	-79	0	-1214	20.83	20.83	30.60	20.83	1.66	1.727	27.791	35	3
625	38.075105	-5.625176	669.50	669.75	0.25	-0.41	-2.27	10.80	34	88	0	60	0	25.37	25.18	20.83	21.73	1.80	1.728	27.802	1	1
626	38.075109	-5.625053	669.50	669.50	0.00	1.90	0.00	8.76	0	101	109	0	0	52.15	17.15	21.73	20.25	1.50	1.728	27.813	20	1
627	38.075094	-5.624955	669.50	669.50	0.00	2.63	-3.17	23.65	0	105	11	50	0	43.25	21.33	20.25	21.33	4.07	1.729	27.821	14	1
628	38.075038	-5.624695	668.75	668.75	0.00	3.16	-3.56	32.29	0	108	10	8	0	42.87	21.49	21.33	21.33	5.45	1.730	27.845	4	0
629	38.074946	-5.624346	668.50	667.60	-0.90	2.18	-3.56	34.17	0	103	4	60	0	42.87	24.44	21.33	23.60	5.42	1.731	27.877	1	2
630	38.074879	-5.623966	667.25	666.39	-0.86	0.94	-6.19	22.42	0	95	-17	22	0	40.22	40.22	23.60	27.32	3.14	1.733	27.912	1	3
631	38.074860	-5.623712	665.00	665.00	0.00	3.74	-3.75	13.35	63	112	14	0	0	34.66	20.82	27.32	26.43	1.81	1.734	27.934	20	1
632	38.074815	-5.623571	664.50	664.50	0.00	4.94	0.00	17.96	0	120	125	0	0	57.38	13.31	26.43	21.24	2.73	1.734	27.947	20	4
633	38.074735	-5.623393	664.50	664.50	0.00	6.51	-2.02	34.45	0	131	99	43	0	44.35	13.90	21.24	15.39	7.09	1.735	27.965	2	4
634	38.074533	-5.623095	664.75	663.80	-0.95	6.87	-2.02	52.18	0	133	99	90	0	44.35	13.24	15.39	13.24	13.60	1.737	28.000	24	2
635	38.074210	-5.622663	662.75	662.75	0.00	3.73	-2.15	33.29	0	112	58	73	0	44.23	17.42	13.24	16.06	8.10	1.741	28.052	1	3
636	38.074098	-5.622311	661.00	662.04	1.04	3.31	-2.15	48.26	0	109	49	62	0	33.74	17.75	16.06	17.68	10.28	1.743	28.085	1	1
637	38.073954	-5.621792	662.25	661.00	-1.25	-1.47	-2.23	11.35	33	82	-29	60	0	24.97	24.97	17.68	19.35	2.20	1.746	28.133	1	2
638	38.073969	-5.621664	661.00	660.75	-0.25	-3.46	-2.23	11.22	33	70	-70	60	0	25.14	25.14	19.35	21.02	1.99	1.746	28.145	1	2
639	38.074004	-5.621544	661.00	660.50	-0.50	-7.32	-4.49	11.08	25	43	-218	0	-218	21.96	21.96	21.02	21.96	1.83	1.747	28.156	105	1
640	38.074077	-5.621458	660.00	660.00	0.00	-9.23	-3.86	8.43	28	23	-206	0	-206	23.16	23.16	21.96	23.16	1.34	1.748	28.167	105	1
641	38.074147	-5.621421	659.00	659.67	0.67	-9.88	-0.81	11.01	29	9	-32	60	-32	23.56	23.56	23.16	23.56	1.69	1.748	28.176	15	1
642	38.074245	-5.621402	659.25	659.59	0.34	-9.53	-0.81	10.48	33	342	-22	60	0	25.25	25.25	23.56	24.24	1.55	1.748	28.187	1	1
643	38.074335	-5.621438	659.50	659.50	0.00	-9.00	0.00	8.88	46	334	38	34	0	29.49	25.00	24.24	24.24	1.32	1.749	28.197	4	0
644	38.074407	-5.621482	659.50	659.50	0.00	-7.68	-0.14	68.64	0	320	37	51	0	43.09	25.00	24.24	25.00	9.98	1.749	28.206	14	1
645	38.074882	-5.621983	655.00	659.40	4.40	-8.51	-0.14	13.18	66	328	32	32	0	35.54	25.00	25.00	25.00	1.90	1.752	28.275	4	0
646	38.074983	-5.622062	653.25	659.39	6.14	-9.56	-0.14	14.98	46	343	22	22	0	29.64	25.00	25.00	25.00	2.16	1.752	28.288	4	0
647	38.075112	-5.622112	652.50	659.37	6.87	-9.99	-0.14	12.00	32	3	15	15	-1612	24.86	24.86	25.00	24.86	1.74	1.753	28.303	34	1
648	38.075220	-5.622106	652.50	659.35	6.85	-9.20	-0.14	9.41	35	23	26	25	0	25.66	25.00	24.86	24.86	1.36	1.754	28.315	4	0
649	38.075298	-5.622064	653.50	659.34	5.84	-8.32	-0.14	29.09	0	34	34	33	0	47.40	25.00	24.86	24.86	4.21	1.754	28.324	4	0
650	38.075516	-5.621880	656.75	659.29	2.54	-8.72	-0.14	19.87	78	29	31	30	0	32.23	25.00	24.86	24.86	2.88	1.755	28.353	4	0
651	38.075672	-5.621769	658.75	659.27	0.52	-9.92	-0.14	12.42	26	7	3	3	-1519	22.11	22.11	24.86	22.11	2.00	1.756	28.373	34	1
652	38.075783	-5.621751	659.25	659.25	0.00	-9.12	-2.33	10.71	27	336	-113	0	-113	22.79	22.79	22.11	22.79	1.71	1.756	28.385	105	1
653	38.075871	-5.621801	659.00	659.00	0.00	-7.91	-3.58	55.86	0	322	-255	0	0	42.85	42.85	22.79	30.34	7.55	1.757	28.396	10	5
654	38.076269	-5.622190	657.00	657.00	0.00	-9.00	-4.28	29.76	0	334	-361	0	0	42.17	42.17	30.34	34.41	3.30	1.759	28.452	10	3
655	38.076510	-5.622338	657.25	655.73	-1.52	-9.48	-3.56	52.14	0	341	-242	0	-316	32.73	32.73	34.41	32.73	5.73	1.760	28.482	35	1
656	38.076955	-5.622527	653.50	653.88	0.38	-9.91	-0.87	8.51	28	8	-37	0	-1812	23.11	23.11	32.73	23.45	1.09	1.762	28.534	3	3
657	38.077031	-5.622514	653.00	653.80	0.80	-9.60	-0.87	13.18	49	16	-17	60	0	30.67	30.67	23.45	24.38	1.96	1.762	28.542	1	1
658	38.077145	-5.622472	653.25	653.69	0.44	-8.13	0.86	18.70	82	36	87	20	0	39.61	22.27	24.38	23.26	2.86	1.762	28.556	2	2
659	38.077282	-5.622348	655.50	653.85	-1.65	-7.88	0.86	11.97	56	38	87	95	0	32.59	21.94	23.26	23.26	1.85	1.763	28.574	4	0
660	38.077367	-5.622264	657.50	653.95	-3.55	-9.82	0.86	17.98	45	11	87	74	0	29.20	25.00	23.26	23.26	2.78	1.764	28.586	4	0
661	38.077526	-5.622225	658.25	654.10	-4.15	-9.97	0.86	26.49	0	356	84	71	0	80.00	25.00	23.26	23.26	4.10	1.764	28.604	4	0
662	38.077764	-5.622247	659.75	654.33	-5.42	-9.59	0.86	33.00	0	343	87	77	0	51.99	24.63	23.26	23.26	5.11	1.766	28.631	4	0
663	38.078049	-5.622354	659.50	654.61	-4.89	-9.10	0.86	21.11	97	335	87	84	0	42.91	23.75	23.26	23.26	3.27	1.767	28.664	4	0
664	38.078222	-5.622454	658.75	654.80	-3.95	-7.50	0.86	20.57	0	319	87	0	0	80.00	21.49	23.26	21.55	3.31	1.768	28.685	20	1
665	38.078361	-5.622609	657.00	654.97	-2.03	-7.16	0.86	32.41	0	316	87	89	0	44.88	21.13	21.55	21.55	5.41	1.769	28.705	4	0
666	38.078570	-5.622867	655.25	655.25	0.00	-8.51	-0.42	20.22	66	328	13	60	0	35.57	25.00	21.55	22.53	3.25	1.770	28.738	1	1
667	38.078725	-5.622988	655.50	655.17	-0.33	-9.87	-0.42	32.18	0	351	0	60	0	80.00	25.42	22.53	24.30	4.92	1.771	28.758	1	2
668	38.079011	-5.623048	659.00	655.03	-3.97	-9.78	-0.42	96.70	0	348	0	11	0	40.11	25.12	24.30	25.12	13.90	1.773	28.790	1	1
669	38.079863	-5.623278	656.25	654.63	-1.62	-9.99	-0.42	18.55	50	358	0	0	0	30.74	25.88	25.12	25.14	2.62	1.776	28.887	10	1
670	38.080030	-5.623287	655.75	654.55	-1.20	-8.87	-2.31	12.90	25	28	-107	0	-385	21.83	21.83	25.14	21.83	2.10	1.777	28.905	35	1
671	38.080133	-5.623219	654.50	654.26	-0.24	-5.80	-2.31	11.10	30	55	-98	0	0	24.06	24.06	21.83	22.82	1.78	1.778	28.918	10	1
672	38.080191	-5.623116	654.00	654.00	0.00	-3.85	0.00	8.93	31	67	68	58	0	24.37	24.37	22.82	22.82	1.41	1.778	28.929	4	0
673	38.080222	-5.623022	653.75	654.00	0.25	-0.46	3.28	12.04	32	87	127	0	0	80.00	10.96	22.82	19.25	2.07	1.779	28.938	20	3
674	38.080227	-5.622885	654.00	654.39	0.39	2.76	3.28	10.87	53	106	136	116	0	80.00	9.79	19.25	16.41	2.21	1.779	28.950	2	2
675	38.080200	-5.622766	654.75	654.75	0.00	3.25	6.66	7.53	0	109	156	132	0	80.00	6.82	16.41	12.60	1.89	1.780	28.961	2	3
676	38.080178	-5.622685	655.25	655.25	0.00	3.22	5.08	80.51	0	109	147	144	0	80.00	7.85	12.60	7.85	35.43	1.780	28.969	24	3
677	38.079945	-5.621817	660.00	659.33	-0.67	-0.51	5.08	13.19	33	87	141	148	0	80.00	8.69	7.85	8.69	5.57	1.790	29.049	14	1
678	38.079951	-5.621667	660.00	660.00	0.00	-3.81	2.96	8.45	24	68	113	142	0	80.00	11.30	8.69	10.47	3.10	1.792	29.063	1	2
679	38.079980	-5.621578	660.25	660.25	0.00	-6.86	2.02	11.82	29	47	100	124	0	31.28	14.81	10.47	12.51	3.62	1.793	29.071	1	2
680	38.080053	-5.621480	660.75	660.49	-0.26	-9.14	-1.97	12.99	25	24	-91	60	0	21.62	21.62	12.51	16.58	3.18	1.794	29.083	1	3
681	38.080160	-5.621420	660.75	660.23	-0.52	-9.81	-4.71	11.78	32	349	-276	0	0	24.78	24.78	16.58	20.35	2.28	1.795	29.096	10	3
682	38.080264	-5.621446	660.00	659.68	-0.32	-9.52	-7.90	19.77	89	342	-708	0	0	38.39	38.39	20.35	27.92	2.94	1.795	29.108	10	5
683	38.080433	-5.621515	658.75	658.12	-0.63	-8.28	-7.90	61.85	0	326	-692	0	-692	38.39	38.39	27.92	38.39	6.38	1.796	29.127	105	6
684	38.080893	-5.621909	653.25	653.25	0.00	-7.59	-9.90	38.05	0	319	-836	0	-1005	36.14	36.14	38.39	36.14	3.78	1.798	29.189	35	1
685	38.081152	-5.622190	649.50	649.50	0.00	-8.72	-8.46	34.12	0	331	-744	0	-744	37.78	37.78	36.14	37.78	3.27	1.799	29.227	105	1
686	38.081419	-5.622380	648.50	646.62	-1.88	-8.70	-10.25	42.81	0	331	-873	0	-1007	35.73	35.73	37.78	35.73	4.30	1.800	29.261	35	1
687	38.081753	-5.622619	645.25	642.26	-2.99	-9.08	-8.76	29.45	89	335	-627	0	-1047	30.13	30.13	35.73	30.13	3.43	1.801	29.304	35	2
688	38.081993	-5.622759	639.25	639.69	0.44	-9.99	-6.22	12.92	25	3	-344	0	-1217	21.98	21.98	30.13	21.98	1.89	1.802	29.334	35	3
689	38.082109	-5.622751	637.50	638.89	1.39	-8.70	-6.22	9.46	19	30	-290	0	-563	18.91	18.91	21.98	18.91	1.76	1.802	29.347	35	1
690	38.082183	-5.622698	637.25	638.30	1.05	-4.90	-2.75	10.87	22	61	-108	0	0	20.64	20.64	18.91	20.29	1.98	1.803	29.356	10	1
691	38.082231	-5.622590	638.00	638.00	0.00	-1.16	-1.17	16.25	41	83	47	60	0	28.04	24.62	20.29	20.98	2.78	1.803	29.367	1	1
692	38.082248	-5.622406	638.25	637.81	-0.44	1.17	-1.17	8.57	34	97	66	75	0	25.35	20.15	20.98	20.98	1.47	1.804	29.383	4	0
