lat	lon	ele	eleGPX	wind	grade	dist	cumDist	radius	course	powerTarget	powerRider	powerBrake	velTarget	velMax	velEntry	velExit	segTime	cumTime	calcPath	segment
36.512920	-4.929870	58.00	58.00	0.00	-3.43	29.18	4.760	0	0	0	0	0	33.83	47.18	26.57	27.83	3.86	0.355	10	161
36.512870	-4.929550	57.00	57.00	0.00	-3.82	26.18	4.786	0	0	0	0	0	36.18	46.84	27.83	29.14	3.31	0.356	10	162
36.512840	-4.929260	56.00	56.00	0.00	-4.28	23.39	4.809	0	0	0	0	0	38.73	46.43	29.14	30.54	2.82	0.357	10	163
36.512820	-4.929000	55.00	55.00	0.00	-0.95	52.84	4.862	0	0	56	0	0	22.16	80.00	30.54	26.66	6.67	0.359	30	164
36.512800	-4.928410	54.50	54.00	0.00	2.07	72.52	4.934	0	0	111	48	0	12.87	80.00	26.66	14.53	13.80	0.363	3	165
36.512820	-4.927600	56.00	56.00	0.00	5.31	18.85	4.953	0	0	137	110	0	8.18	80.00	14.53	9.05	5.93	0.364	3	166
36.512830	-4.927390	57.00	57.00	0.00	3.72	107.65	5.061	0	0	124	126	0	9.83	80.00	9.05	9.83	39.49	0.375	14	167
36.512890	-4.926190	61.00	61.00	0.00	1.16	173.05	5.234	0	0	103	111	0	15.55	80.00	9.83	15.55	41.85	0.387	14	168
36.512990	-4.924260	63.00	63.00	0.00	0.00	34.07	5.268	0	0	90	113	0	20.00	80.00	15.55	18.13	7.24	0.389	1	169
36.513010	-4.923880	63.00	63.00	0.00	2.23	44.87	5.313	0	0	112	90	0	12.49	80.00	18.13	13.34	10.47	0.392	3	170
36.513040	-4.923380	64.00	64.00	0.00	2.48	40.41	5.353	0	0	114	105	0	11.94	80.00	13.34	11.94	11.92	0.395	34	171
36.513070	-4.922930	65.00	65.00	0.00	3.13	63.91	5.417	0	0	120	116	0	10.71	80.00	11.94	10.71	21.28	0.401	34	172
36.513130	-4.922220	67.00	67.00	0.00	1.12	89.26	5.507	0	0	103	116	0	15.67	80.00	10.71	15.67	22.01	0.407	14	173
36.513280	-4.921240	68.00	68.00	0.00	0.63	78.97	5.586	0	0	98	109	0	17.48	80.00	15.67	17.48	16.62	0.412	14	174
36.513400	-4.920370	68.50	69.00	0.00	-1.32	94.35	5.680	0	0	35	45	0	22.45	80.00	17.48	20.92	17.50	0.417	1	175
36.513540	-4.919330	67.25	66.00	0.00	1.14	198.07	5.878	0	0	103	92	0	15.62	80.00	20.92	15.62	43.80	0.429	34	176
36.513850	-4.917150	69.50	70.00	0.00	0.00	92.58	5.971	0	0	90	110	0	20.00	80.00	15.62	20.00	18.12	0.434	14	177
