seg	lat	lon	eleGPX	ele	eleShift	wind	grade	dist	radius	course	pTarget	pRider	pBrake	vTarget	vMax	vEntry	vExit	segTime	cumTime	cumDist	calcPath	calcSteps
605	38.075257	-5.628651	661.50	661.70	0.20	0.00	0.51	19.58	0	0	106	116	0	18.05	80.00	18.92	18.92	3.73	1.860	27.307	4	1
606	38.075287	-5.628431	661.25	661.80	0.55	0.00	1.01	47.67	0	0	110	99	0	16.27	80.00	18.92	17.03	9.70	1.861	27.326	2	2
607	38.075176	-5.627906	662.00	662.29	0.29	0.00	2.03	17.42	0	0	117	106	0	13.28	80.00	17.03	15.58	3.88	1.863	27.374	2	2
608	38.075108	-5.627727	662.50	662.64	0.14	0.00	5.41	22.41	0	0	139	125	0	8.14	80.00	15.58	9.50	6.64	1.864	27.392	2	4
609	38.074962	-5.627551	663.25	663.85	0.60	0.00	4.79	68.15	0	0	135	134	0	8.72	80.00	9.50	8.72	28.01	1.866	27.414	24	2
610	38.074474	-5.627081	667.00	667.11	0.11	0.00	3.57	37.09	0	0	128	132	0	10.25	80.00	8.72	10.25	13.38	1.874	27.482	14	2
611	38.074303	-5.626718	668.75	668.44	-0.31	0.00	4.48	20.24	0	0	133	127	0	9.06	80.00	10.25	9.06	7.78	1.878	27.519	24	2
612	38.074180	-5.626548	670.00	669.34	-0.66	0.00	1.36	55.06	0	0	113	124	0	15.15	80.00	9.06	14.73	15.44	1.880	27.539	1	4
613	38.073818	-5.626119	672.50	670.09	-2.41	0.00	1.06	12.69	0	0	110	121	0	16.11	80.00	14.73	15.19	2.96	1.884	27.595	1	1
614	38.073753	-5.626000	673.00	670.23	-2.77	0.00	0.72	16.32	0	0	108	118	0	17.27	80.00	15.19	16.00	3.74	1.885	27.607	1	1
615	38.073731	-5.625816	673.50	670.35	-3.15	0.00	0.62	9.76	0	0	107	117	0	17.66	80.00	16.00	16.31	2.09	1.886	27.624	1	1
616	38.073755	-5.625709	674.25	670.41	-3.84	0.00	0.48	10.12	0	0	106	116	0	18.13	80.00	16.31	16.72	2.17	1.887	27.633	1	1
617	38.073814	-5.625621	674.75	670.46	-4.29	0.00	0.45	6.86	0	0	105	116	0	18.24	80.00	16.72	16.91	1.41	1.887	27.643	1	1
618	38.073870	-5.625588	674.50	670.49	-4.01	0.00	0.61	12.27	0	0	107	99	0	17.68	80.00	16.91	16.91	2.61	1.888	27.650	4	1
619	38.073980	-5.625574	674.00	670.56	-3.44	0.00	0.22	64.49	0	0	103	113	0	19.12	80.00	16.91	18.84	12.83	1.888	27.663	1	2
620	38.074561	-5.625569	671.50	670.70	-0.80	0.00	-0.38	16.45	0	0	94	104	0	21.25	80.00	18.84	19.41	3.05	1.892	27.727	1	1
621	38.074708	-5.625545	671.00	670.64	-0.36	0.00	-1.59	20.29	0	0	36	60	0	22.53	80.00	19.41	20.41	3.62	1.893	27.743	1	1
622	38.074872	-5.625443	670.75	670.32	-0.43	0.00	-1.66	25.05	0	0	33	60	0	22.64	80.00	20.41	21.49	4.30	1.894	27.764	1	1
623	38.075064	-5.625293	670.00	669.90	-0.10	0.00	-1.81	11.23	0	0	27	14	0	22.97	80.00	21.49	21.49	1.88	1.895	27.789	4	1
624	38.075105	-5.625176	669.50	669.70	0.20	0.00	-1.39	10.80	0	0	46	38	0	22.29	80.00	21.49	21.49	1.81	1.896	27.800	4	1
625	38.075109	-5.625053	669.50	669.55	0.05	0.00	-1.92	8.76	0	0	22	60	0	23.27	80.00	21.49	21.85	1.41	1.896	27.811	1	1
626	38.075094	-5.624955	669.50	669.38	-0.12	0.00	-2.76	23.65	0	0	0	60	0	26.61	39.54	21.85	23.75	3.71	1.896	27.820	1	2
627	38.075038	-5.624695	668.75	668.73	-0.02	0.00	-2.93	32.29	0	0	0	35	0	27.69	39.39	23.75	25.27	4.66	1.898	27.843	1	2
628	38.074946	-5.624346	668.50	667.78	-0.72	0.00	-3.81	34.18	0	0	0	0	0	32.72	38.61	25.27	27.04	4.68	1.899	27.876	10	2
629	38.074879	-5.623966	667.25	666.48	-0.77	0.00	-4.24	22.40	0	0	0	0	0	34.89	38.23	27.04	28.33	2.90	1.900	27.910	10	1
630	38.074860	-5.623712	665.00	665.53	0.53	0.00	-3.35	13.35	0	0	0	0	0	30.17	39.03	28.33	28.46	1.67	1.901	27.932	10	1
631	38.074815	-5.623571	664.50	665.09	0.59	0.00	-2.06	17.97	0	0	18	0	0	23.72	40.14	28.46	27.76	2.34	1.901	27.945	20	1
632	38.074735	-5.623393	664.50	664.72	0.22	0.00	-1.66	34.44	0	0	33	0	0	22.64	80.00	27.76	25.96	4.63	1.902	27.963	20	2
633	38.074533	-5.623095	664.75	664.15	-0.60	0.00	-2.65	52.18	0	0	0	0	0	25.92	39.63	25.96	25.96	7.24	1.903	27.998	0	1
634	38.074210	-5.622663	662.75	662.76	0.01	0.00	-3.34	33.30	0	0	0	0	0	30.16	39.03	25.96	26.86	4.50	1.905	28.050	10	1
635	38.074098	-5.622311	661.00	661.65	0.65	0.00	-0.97	48.25	0	0	68	9	0	22.02	80.00	26.86	23.54	7.00	1.907	28.083	2	3
636	38.073954	-5.621792	662.25	661.18	-1.07	0.00	-2.94	11.36	0	0	0	60	0	27.78	39.38	23.54	24.38	1.69	1.909	28.132	1	1
637	38.073969	-5.621664	661.00	660.85	-0.15	0.00	-3.21	11.23	0	0	0	60	0	29.36	39.15	24.38	25.23	1.60	1.909	28.143	1	1
638	38.074004	-5.621544	661.00	660.49	-0.51	0.00	-3.65	11.08	0	0	0	0	0	31.83	38.76	25.23	25.74	1.53	1.909	28.154	10	1
639	38.074077	-5.621458	660.00	660.09	0.09	0.00	-3.81	8.43	0	0	0	0	0	32.70	38.62	25.74	26.15	1.14	1.910	28.165	10	1
640	38.074147	-5.621421	659.00	659.77	0.77	0.00	-2.40	11.01	0	0	8	0	0	25.00	39.85	26.15	26.04	1.55	1.910	28.174	20	1
641	38.074245	-5.621402	659.25	659.50	0.25	0.00	-1.53	10.48	0	0	39	0	0	22.45	80.00	26.04	25.53	1.50	1.911	28.185	20	1
642	38.074335	-5.621438	659.50	659.34	-0.16	0.00	-0.86	8.88	0	0	74	0	0	21.95	80.00	25.53	24.81	1.30	1.911	28.195	20	1
643	38.074407	-5.621482	659.50	659.26	-0.24	0.00	-0.14	68.64	0	0	99	58	0	20.50	80.00	24.81	21.13	11.26	1.911	28.204	2	3
644	38.074882	-5.621983	655.00	659.17	4.17	0.00	-0.04	13.18	0	0	100	113	0	20.06	80.00	21.13	21.13	2.25	1.914	28.273	4	1
645	38.074983	-5.622062	653.25	659.16	5.91	0.00	0.01	14.98	0	0	100	116	0	19.84	80.00	21.13	21.13	2.55	1.915	28.286	4	1
646	38.075112	-5.622112	652.50	659.16	6.66	0.00	0.03	12.00	0	0	101	117	0	19.79	80.00	21.13	21.13	2.04	1.916	28.301	4	1
647	38.075220	-5.622106	652.50	659.17	6.67	0.00	0.06	9.41	0	0	101	119	0	19.68	80.00	21.13	21.13	1.60	1.916	28.313	4	1
648	38.075298	-5.622064	653.50	659.17	5.67	0.00	0.04	29.09	0	0	101	117	0	19.75	80.00	21.13	21.13	4.96	1.917	28.322	4	1
649	38.075516	-5.621880	656.75	659.19	2.44	0.00	-0.00	19.87	0	0	100	115	0	19.90	80.00	21.13	21.13	3.38	1.918	28.351	4	1
650	38.075672	-5.621769	658.75	659.19	0.44	0.00	-0.09	12.42	0	0	100	110	0	20.28	80.00	21.13	21.13	2.12	1.919	28.371	4	1
651	38.075783	-5.621751	659.25	659.17	-0.08	0.00	-0.93	10.71	0	0	70	61	0	22.00	80.00	21.13	21.13	1.82	1.920	28.384	4	1
652	38.075871	-5.621801	659.00	659.07	0.07	0.00	-0.46	55.82	0	0	92	96	0	21.43	80.00	21.13	21.43	9.41	1.920	28.394	14	2
653	38.076269	-5.622190	657.00	658.82	1.82	0.00	-0.57	29.73	0	0	88	85	0	21.63	80.00	21.43	21.43	5.00	1.923	28.450	4	1
654	38.076510	-5.622338	657.25	658.65	1.40	0.00	-0.25	52.10	0	0	98	87	0	20.87	80.00	21.43	20.87	8.97	1.924	28.480	204	2
655	38.076955	-5.622527	653.50	658.52	5.02	0.00	-0.25	8.51	0	0	97	97	0	20.88	80.00	20.87	20.87	1.47	1.927	28.532	4	1
656	38.077031	-5.622514	653.00	658.50	5.50	0.00	-0.22	13.18	0	0	98	99	0	20.79	80.00	20.87	20.87	2.27	1.927	28.541	4	1
657	38.077145	-5.622472	653.25	658.47	5.22	0.00	-0.12	18.70	0	0	99	105	0	20.39	80.00	20.87	20.87	3.22	1.928	28.554	4	1
658	38.077282	-5.622348	655.50	658.45	2.95	0.00	0.12	11.97	0	0	102	119	0	19.47	80.00	20.87	20.87	2.06	1.929	28.572	4	1
659	38.077367	-5.622264	657.50	658.46	0.96	0.00	0.68	17.98	0	0	107	40	0	17.43	80.00	20.87	18.96	3.35	1.929	28.584	2	2
660	38.077526	-5.622225	658.25	658.58	0.33	0.00	2.00	26.49	0	0	117	105	0	13.38	80.00	18.96	16.38	5.44	1.930	28.602	2	2
661	38.077764	-5.622247	659.75	659.11	-0.64	0.00	0.23	33.00	0	0	103	113	0	19.07	80.00	16.38	17.86	6.88	1.932	28.629	1	2
662	38.078049	-5.622354	659.50	659.19	-0.31	0.00	-0.58	21.11	0	0	87	96	0	21.64	80.00	17.86	18.98	4.11	1.934	28.662	1	1
663	38.078222	-5.622454	658.75	659.07	0.32	0.00	-1.27	20.57	0	0	52	60	0	22.19	80.00	18.98	19.69	3.74	1.935	28.683	1	1
664	38.078361	-5.622609	657.00	658.80	1.80	0.00	-1.15	32.41	0	0	59	64	0	22.12	80.00	19.69	20.52	5.75	1.936	28.704	1	1
665	38.078570	-5.622867	655.25	658.43	3.18	0.00	-1.45	20.22	0	0	43	60	0	22.35	80.00	20.52	21.15	3.47	1.937	28.736	1	1
666	38.078725	-5.622988	655.50	658.14	2.64	0.00	-3.14	32.19	0	0	0	60	0	28.98	39.21	21.15	24.42	5.06	1.938	28.756	1	3
667	38.079011	-5.623048	659.00	657.13	-1.87	0.00	-1.46	96.71	0	0	42	29	0	22.36	80.00	24.42	22.78	15.07	1.940	28.788	2	2
668	38.079863	-5.623278	656.25	655.71	-0.54	0.00	-2.17	18.56	0	0	15	2	0	24.16	40.04	22.78	22.78	2.93	1.944	28.885	4	1
669	38.080030	-5.623287	655.75	655.31	-0.44	0.00	-2.82	12.90	0	0	0	60	0	26.99	39.49	22.78	23.77	1.98	1.945	28.904	1	1
670	38.080133	-5.623219	654.50	654.95	0.45	0.00	-1.95	11.10	0	0	21	25	0	23.36	80.00	23.77	23.77	1.68	1.945	28.917	4	1
671	38.080191	-5.623116	654.00	654.73	0.73	0.00	-0.58	8.93	0	0	87	0	0	21.64	80.00	23.77	22.97	1.38	1.946	28.928	20	1
672	38.080222	-5.623022	653.75	654.68	0.93	0.00	1.08	12.03	0	0	110	0	0	16.05	80.00	22.97	20.80	1.99	1.946	28.937	20	2
673	38.080227	-5.622885	654.00	654.81	0.81	0.00	1.99	10.86	0	0	117	0	0	13.40	80.00	20.80	18.17	2.02	1.947	28.949	20	2
674	38.080200	-5.622766	654.75	655.03	0.28	0.00	11.55	7.56	0	0	150	135	0	4.51	80.00	18.17	12.26	1.81	1.947	28.959	2	4
675	38.080178	-5.622685	655.25	655.89	0.64	0.00	4.22	80.48	0	0	132	128	0	9.37	80.00	12.26	9.37	29.90	1.948	28.967	24	3
676	38.079945	-5.621817	660.00	659.28	-0.72	0.00	2.66	13.18	0	0	122	134	0	11.85	80.00	9.37	11.01	4.53	1.956	29.047	1	2
677	38.079951	-5.621667	660.00	659.63	-0.37	0.00	2.19	8.45	0	0	118	130	0	12.89	80.00	11.01	11.83	2.65	1.957	29.061	1	1
678	38.079980	-5.621578	660.25	659.82	-0.43	0.00	1.36	11.81	0	0	113	124	0	15.16	80.00	11.83	13.08	3.36	1.958	29.069	1	1
679	38.080053	-5.621480	660.75	659.98	-0.77	0.00	-0.12	12.99	0	0	99	109	0	20.39	80.00	13.08	14.97	3.29	1.959	29.081	1	2
680	38.080160	-5.621420	660.75	659.96	-0.79	0.00	-2.67	11.77	0	0	0	60	0	26.06	39.61	14.97	17.27	2.60	1.960	29.094	1	2
681	38.080264	-5.621446	660.00	659.65	-0.35	0.00	-8.34	19.78	0	0	-372	0	0	34.34	34.34	17.27	24.62	3.38	1.961	29.106	10	5
682	38.080433	-5.621515	658.75	658.01	-0.74	0.00	-7.67	61.84	0	0	-307	0	0	35.00	35.00	24.62	35.38	7.34	1.962	29.125	10	6
683	38.080893	-5.621909	653.25	653.28	0.03	0.00	-7.08	37.96	0	0	-247	0	-247	35.59	35.59	35.38	35.59	3.84	1.964	29.187	105	2
684	38.081152	-5.622190	649.50	650.60	1.10	0.00	-3.76	34.03	0	0	0	0	0	32.42	38.66	35.59	35.02	3.52	1.965	29.225	20	1
685	38.081419	-5.622380	648.50	649.32	0.82	0.00	-2.20	42.60	0	0	14	0	0	24.26	40.02	35.02	32.26	4.59	1.966	29.259	20	2
686	38.081753	-5.622619	645.25	648.38	3.13	0.00	-1.46	29.34	0	0	42	0	0	22.36	80.00	32.26	29.88	3.42	1.967	29.302	20	2
687	38.081993	-5.622759	639.25	647.96	8.71	0.00	-1.31	12.90	0	0	50	0	0	22.22	80.00	29.88	28.86	1.59	1.968	29.331	20	1
688	38.082109	-5.622751	637.50	647.79	10.29	0.00	-1.34	9.44	0	0	48	0	0	22.24	80.00	28.86	28.18	1.21	1.968	29.344	20	1
689	38.082183	-5.622698	637.25	647.66	10.41	0.00	-1.49	10.87	0	0	40	0	0	22.40	80.00	28.18	27.49	1.43	1.969	29.354	20	1
690	38.082231	-5.622590	638.00	647.50	9.50	0.00	-1.14	16.25	0	0	59	0	0	22.12	80.00	27.49	26.27	2.20	1.969	29.364	20	1
691	38.082248	-5.622406	638.25	647.31	9.06	0.00	-1.04	8.57	0	0	65	0	0	22.06	80.00	26.27	25.62	1.21	1.970	29.381	20	1
692	38.082239	-5.622309	637.25	647.22	9.97	0.00	-2.35	9.02	0	0	11	0	0	24.95	39.89	25.62	25.53	1.28	1.970	29.389	20	1
693	38.082208	-5.622214	637.25	647.01	9.76	0.00	-1.69	101.70	0	0	31	19	0	22.71	80.00	25.53	23.56	15.33	1.970	29.398	2	2
694	38.081621	-5.621324	645.50	645.29	-0.21	0.00	-1.29	72.57	0	0	51	33	0	22.20	80.00	23.56	22.20	11.64	1.975	29.500	204	2
695	38.081264	-5.620631	644.50	644.36	-0.14	0.00	-1.77	31.02	0	0	28	22	0	22.88	80.00	22.20	22.20	5.03	1.978	29.573	4	1
696	38.081154	-5.620306	643.75	643.81	0.06	0.00	-2.39	31.96	0	0	9	60	0	25.00	39.86	22.20	24.01	4.94	1.979	29.604	1	2
697	38.081041	-5.619971	643.00	643.05	0.05	0.00	-1.21	59.85	0	0	55	37	0	22.16	80.00	24.01	22.68	9.43	1.981	29.636	2	2
698	38.080773	-5.619379	642.25	642.32	0.07	0.00	-1.24	23.14	0	0	53	59	0	22.17	80.00	22.68	22.68	3.67	1.983	29.695	4	1
699	38.080617	-5.619204	642.50	642.03	-0.47	0.00	-3.24	34.15	0	0	0	60	0	29.57	39.12	22.68	25.68	5.05	1.984	29.719	1	2
700	38.080342	-5.619030	643.75	640.93	-2.82	0.00	-3.47	41.20	0	0	0	0	0	30.88	38.91	25.68	27.07	5.59	1.986	29.753	10	1
701	38.080102	-5.618672	641.25	639.50	-1.75	0.00	-3.05	29.90	0	0	0	0	0	28.43	39.29	27.07	27.22	3.88	1.987	29.794	10	1
702	38.079970	-5.618375	638.25	638.59	0.34	0.00	-2.95	17.24	0	0	0	0	0	27.85	39.37	27.22	27.26	2.25	1.988	29.824	10	1
703	38.079881	-5.618214	638.00	638.08	0.08	0.00	-3.45	14.13	0	0	0	0	0	30.78	38.93	27.26	27.54	1.81	1.989	29.841	10	1
704	38.079768	-5.618140	639.25	637.59	-1.66	0.00	-2.56	21.15	0	0	0	0	0	25.27	39.71	27.54	27.29	2.82	1.989	29.855	20	1
705	38.079591	-5.618051	641.50	637.05	-4.45	0.00	-2.06	11.64	0	0	18	0	0	23.73	40.14	27.29	26.92	1.59	1.990	29.876	20	1
706	38.079517	-5.617957	641.75	636.81	-4.94	0.00	-1.05	13.47	0	0	64	0	0	22.07	80.00	26.92	25.88	1.86	1.991	29.888	20	1
707	38.079477	-5.617812	640.75	636.67	-4.08	0.00	-0.16	14.91	0	0	99	0	0	20.57	80.00	25.88	24.14	2.15	1.991	29.901	20	1
708	38.079477	-5.617642	638.75	636.64	-2.11	0.00	0.16	42.50	0	0	102	41	0	19.35	80.00	24.14	20.56	7.13	1.992	29.916	2	3
709	38.079494	-5.617158	633.75	636.71	2.96	0.00	0.27	16.61	0	0	104	27	0	18.93	80.00	20.56	18.93	3.06	1.994	29.959	204	2
710	38.079462	-5.616973	632.75	636.75	4.00	0.00	0.56	15.43	0	0	106	119	0	17.84	80.00	18.93	18.93	2.93	1.995	29.975	4	1
711	38.079365	-5.616847	633.00	636.84	3.84	0.00	0.36	36.78	0	0	104	99	0	18.59	80.00	18.93	18.59	7.09	1.995	29.991	24	2
712	38.079099	-5.616597	633.25	636.97	3.72	0.00	0.42	11.99	0	0	105	107	0	18.37	80.00	18.59	18.59	2.32	1.997	30.028	4	1
713	38.078994	-5.616565	633.75	637.02	3.27	0.00	0.51	15.85	0	0	106	112	0	18.04	80.00	18.59	18.59	3.07	1.998	30.040	4	1
714	38.078852	-5.616546	634.50	637.10	2.60	0.00	0.38	23.18	0	0	105	105	0	18.52	80.00	18.59	18.59	4.49	1.999	30.055	4	1
715	38.078649	-5.616608	636.50	637.19	0.69	0.00	0.39	10.99	0	0	105	106	0	18.46	80.00	18.59	18.59	2.13	2.000	30.079	4	1
716	38.078550	-5.616605	637.25	637.24	-0.01	0.00	0.36	13.68	0	0	104	104	0	18.61	80.00	18.59	18.59	2.65	2.001	30.090	4	1
717	38.078432	-5.616560	637.75	637.28	-0.47	0.00	-0.37	12.73	0	0	95	104	0	21.22	80.00	18.59	19.07	2.38	2.001	30.103	1	1
718	38.078360	-5.616447	637.50	637.24	-0.26	0.00	-0.95	9.34	0	0	69	76	0	22.01	80.00	19.07	19.38	1.70	2.002	30.116	1	1
719	38.078331	-5.616347	637.50	637.15	-0.35	0.00	-1.77	11.75	0	0	28	60	0	22.88	80.00	19.38	20.08	2.09	2.003	30.125	1	1
720	38.078309	-5.616216	637.00	636.94	-0.06	0.00	-1.97	13.44	0	0	21	60	0	23.44	80.00	20.08	20.92	2.31	2.003	30.137	1	1
721	38.078343	-5.616069	636.00	636.68	0.68	0.00	-3.07	14.74	0	0	0	60	0	28.58	39.26	20.92	22.59	2.43	2.004	30.151	1	2
722	38.078423	-5.615935	634.00	636.22	2.22	0.00	-2.25	34.59	0	0	13	60	0	24.48	39.98	22.59	24.20	5.30	2.004	30.165	1	2
723	38.078597	-5.615608	630.50	635.45	4.95	0.00	-2.79	17.67	0	0	0	60	0	26.82	39.51	24.20	25.25	2.56	2.006	30.200	1	1
724	38.078654	-5.615420	629.50	634.95	5.45	0.00	-2.09	26.39	0	0	17	0	0	23.83	40.12	25.25	24.76	3.87	2.007	30.218	20	1
725	38.078711	-5.615128	628.50	634.40	5.90	0.00	-2.16	13.33	0	0	15	22	0	24.11	40.06	24.76	24.76	1.94	2.008	30.244	4	1
726	38.078698	-5.614977	628.25	634.11	5.86	0.00	-4.41	16.07	0	0	0	46	0	35.72	38.08	24.76	26.62	2.23	2.008	30.257	1	2
727	38.078637	-5.614811	628.00	633.41	5.41	0.00	-2.22	66.19	0	0	14	0	0	24.36	40.00	26.62	25.29	9.23	2.009	30.273	20	2
728	38.078151	-5.614374	632.00	631.94	-0.06	0.00	-3.42	18.66	0	0	0	0	0	30.57	38.96	25.29	25.93	2.57	2.011	30.340	10	1
729	38.078058	-5.614197	632.00	631.30	-0.70	0.00	-3.31	34.37	0	0	0	0	0	29.95	39.06	25.93	26.81	4.65	2.012	30.358	10	1
730	38.077913	-5.613851	630.00	630.17	0.17	0.00	-5.84	15.98	0	0	-114	0	0	36.77	36.77	26.81	28.84	2.06	2.013	30.393	10	2
731	38.077794	-5.613749	629.50	629.23	-0.27	0.00	-2.52	57.95	0	0	0	0	0	25.03	39.75	28.84	27.59	7.40	2.014	30.409	20	1
732	38.077317	-5.613481	628.50	627.77	-0.73	0.00	-7.04	11.31	0	0	-243	0	0	35.62	35.62	27.59	29.51	1.42	2.016	30.467	10	2
733	38.077235	-5.613405	628.25	626.98	-1.27	0.00	-7.18	26.99	0	0	-258	0	0	35.49	35.49	29.51	33.30	3.08	2.016	30.478	10	3
734	38.077216	-5.613099	624.75	625.05	0.30	0.00	-6.59	14.52	0	0	-196	0	0	36.05	36.05	33.30	34.64	1.54	2.017	30.505	10	1
735	38.077195	-5.612936	623.25	624.09	0.84	0.00	-4.79	14.87	0	0	0	0	0	37.50	37.73	34.64	34.88	1.51	2.018	30.519	10	1
736	38.077133	-5.612786	622.25	623.38	1.13	0.00	-2.20	15.65	0	0	14	0	0	24.29	40.02	34.88	33.82	1.66	2.018	30.534	20	1
737	38.077022	-5.612676	622.25	623.04	0.79	0.00	-0.47	16.20	0	0	92	0	0	21.44	80.00	33.82	31.77	1.79	2.019	30.550	20	2
738	38.076895	-5.612585	623.00	622.96	-0.04	0.00	-0.54	14.54	0	0	89	0	0	21.58	80.00	31.77	30.05	1.69	2.019	30.566	20	1
739	38.076783	-5.612499	623.50	622.88	-0.62	0.00	-1.63	13.82	0	0	34	0	0	22.59	80.00	30.05	29.14	1.70	2.020	30.581	20	1
740	38.076715	-5.612367	623.50	622.66	-0.84	0.00	-3.42	11.81	0	0	0	0	0	30.61	38.96	29.14	29.20	1.42	2.020	30.594	10	1
741	38.076705	-5.612233	623.00	622.25	-0.75	0.00	-4.35	12.71	0	0	0	0	0	35.45	38.13	29.20	29.75	1.53	2.020	30.606	10	1
742	38.076737	-5.612094	622.00	621.70	-0.30	0.00	-5.86	10.15	0	0	-117	0	0	36.75	36.75	29.75	30.75	1.19	2.021	30.619	10	1
743	38.076798	-5.612008	621.00	621.11	0.11	0.00	-5.65	15.09	0	0	-94	0	0	36.94	36.94	30.75	31.97	1.72	2.021	30.629	10	1
744	38.076924	-5.611944	620.00	620.25	0.25	0.00	-8.87	15.32	0	0	-422	0	-422	33.80	33.80	31.97	33.80	1.66	2.022	30.644	105	3
745	38.077061	-5.611929	619.25	618.90	-0.35	0.00	-6.57	45.58	0	0	-193	0	-193	36.08	36.08	33.80	36.08	4.64	2.022	30.660	105	3
746	38.077456	-5.612067	616.75	615.91	-0.84	0.00	-11.47	23.92	0	0	-617	0	-1251	28.82	28.82	36.08	28.82	2.83	2.023	30.705	35	2
747	38.077670	-5.612075	614.25	613.19	-1.06	0.00	-8.92	34.05	0	0	-425	0	-425	33.76	33.76	28.82	33.76	3.82	2.024	30.729	105	4
748	38.077961	-5.611957	610.25	610.16	-0.09	0.00	-13.19	15.07	0	0	-684	0	-1774	25.02	25.02	33.76	25.02	1.87	2.025	30.763	35	2
749	38.078067	-5.611852	607.75	608.19	0.44	0.00	-11.66	30.18	0	0	-627	0	-627	28.35	28.35	25.02	28.35	3.90	2.026	30.778	105	3
750	38.078153	-5.611528	603.75	604.70	0.95	0.00	-8.08	29.35	0	0	-347	0	0	34.60	34.60	28.35	33.65	3.39	2.027	30.808	10	4
751	38.078168	-5.611195	601.00	602.33	1.33	0.00	-4.21	24.42	0	0	0	0	0	34.74	38.26	33.65	33.74	2.57	2.028	30.838	10	1
752	38.078090	-5.610935	601.00	601.31	0.31	0.00	-3.00	21.24	0	0	0	0	0	28.11	39.33	33.74	33.05	2.31	2.029	30.862	20	1
753	38.078033	-5.610704	601.25	600.67	-0.58	0.00	-6.84	15.13	0	0	-223	0	0	35.81	35.81	33.05	34.59	1.61	2.029	30.883	10	2
754	38.078048	-5.610533	600.25	599.64	-0.61	0.00	-6.25	29.97	0	0	-159	0	-159	36.38	36.38	34.59	36.38	3.03	2.030	30.898	105	2
755	38.078141	-5.610213	597.75	597.77	0.02	0.00	-9.91	17.63	0	0	-513	0	-1008	32.73	32.73	36.38	32.73	1.91	2.031	30.928	35	2
756	38.078223	-5.610042	596.25	596.03	-0.22	0.00	-7.34	39.97	0	0	-274	0	-274	35.33	35.33	32.73	35.33	4.16	2.031	30.946	105	3
757	38.078474	-5.609717	592.75	593.10	0.35	0.00	-8.76	22.02	0	0	-411	0	-567	33.92	33.92	35.33	33.92	2.33	2.032	30.986	35	2
758	38.078586	-5.609511	590.75	591.18	0.43	0.00	-6.79	39.76	0	0	-217	0	-217	35.87	35.87	33.92	35.87	4.05	2.033	31.008	105	3
759	38.078658	-5.609068	589.25	588.49	-0.76	0.00	-5.62	35.30	0	0	-90	0	-90	36.97	36.97	35.87	36.97	3.48	2.034	31.048	105	2
760	38.078799	-5.608708	586.25	586.51	0.26	0.00	-5.14	16.45	0	0	-36	0	0	37.41	37.41	36.97	37.20	1.59	2.035	31.083	10	1
761	38.078882	-5.608553	585.50	585.66	0.16	0.00	-4.70	17.51	0	0	0	0	0	37.10	37.81	37.20	37.19	1.70	2.035	31.100	20	1
762	38.079021	-5.608459	584.75	584.84	0.09	0.00	-6.66	17.14	0	0	-203	0	-395	35.99	35.99	37.19	35.99	1.71	2.036	31.117	35	2
763	38.079175	-5.608465	584.00	583.70	-0.30	0.00	-6.03	35.96	0	0	-136	0	-136	36.58	36.58	35.99	36.58	3.55	2.036	31.134	105	2
764	38.079486	-5.608577	581.50	581.54	0.04	0.00	-5.66	25.01	0	0	-95	0	-95	36.93	36.93	36.58	36.93	2.44	2.037	31.170	105	2
765	38.079711	-5.608577	580.00	580.12	0.12	0.00	-5.56	23.03	0	0	-84	0	-84	37.02	37.02	36.93	37.02	2.24	2.038	31.195	105	2
766	38.079918	-5.608567	579.00	578.84	-0.16	0.00	-4.15	25.07	0	0	0	0	0	34.45	38.31	37.02	36.68	2.48	2.039	31.218	20	1
767	38.080140	-5.608516	577.25	577.80	0.55	0.00	-3.15	11.99	0	0	0	0	0	29.03	39.20	36.68	36.14	1.20	2.039	31.243	20	1
768	38.080235	-5.608451	576.50	577.43	0.93	0.00	-0.79	13.83	0	0	78	0	0	21.89	80.00	36.14	34.43	1.41	2.040	31.255	20	1
769	38.080313	-5.608328	576.75	577.32	0.57	0.00	0.23	22.11	0	0	103	0	0	19.09	80.00	34.43	31.04	2.43	2.040	31.269	20	2
770	38.080389	-5.608095	576.75	577.37	0.62	0.00	2.66	11.72	0	0	122	0	0	11.86	80.00	31.04	28.14	1.43	2.041	31.291	20	2
771	38.080405	-5.607963	577.50	577.68	0.18	0.00	2.93	23.23	0	0	123	0	0	11.33	80.00	28.14	21.84	3.36	2.041	31.303	20	4
772	38.080381	-5.607700	579.00	578.36	-0.64	0.00	1.28	20.51	0	0	112	22	0	15.42	80.00	21.84	18.40	3.75	2.042	31.326	2	3
773	38.080279	-5.607505	579.75	578.62	-1.13	0.00	-2.71	18.01	0	0	0	60	0	26.30	39.58	18.40	20.67	3.29	2.043	31.347	1	2
774	38.080129	-5.607427	578.75	578.13	-0.62	0.00	-4.28	28.20	0	0	0	60	0	35.11	38.19	20.67	25.20	4.40	2.044	31.365	1	3
775	38.079878	-5.607379	577.50	576.93	-0.57	0.00	-5.58	25.89	0	0	-85	0	0	37.01	37.01	25.20	28.50	3.46	2.045	31.393	10	2
776	38.079648	-5.607333	576.25	575.49	-0.76	0.00	-5.82	23.51	0	0	-113	0	0	36.78	36.78	28.50	30.95	2.83	2.046	31.419	10	2
