seg	lat	lon	eleGPX	ele	eleShift	wind	grade	dist	radius	course	pTarget	pRider	pBrake	vTarget	vMax	vEntry	vExit	segTime	cumTime	cumDist	calcPath	calcSteps
958	38.092633	-5.583364	383.00	384.47	1.47	0.00	-11.39	10.84	0	0	-614	0	0	28.99	28.99	22.66	27.38	1.56	2.202	35.870	10	3
959	38.092730	-5.583361	381.00	383.24	2.24	0.00	-7.71	9.27	0	0	-311	0	0	34.97	34.97	27.38	29.26	1.17	2.203	35.881	10	2
960	38.092806	-5.583318	379.50	382.53	3.03	0.00	-4.66	12.75	0	0	0	0	0	36.89	37.85	29.26	29.96	1.53	2.203	35.890	10	1
961	38.092876	-5.583203	377.50	381.93	4.43	0.00	-2.78	13.30	0	0	0	0	0	26.79	39.52	29.96	29.74	1.64	2.203	35.903	20	1
962	38.092898	-5.583054	376.25	381.56	5.31	0.00	-1.67	17.05	0	0	32	0	0	22.67	80.00	29.74	28.68	2.13	2.204	35.916	20	1
963	38.092874	-5.582862	376.00	381.28	5.28	0.00	-0.96	50.75	0	0	69	0	0	22.02	80.00	28.68	24.48	6.93	2.204	35.933	20	3
964	38.092714	-5.582320	376.50	380.79	4.29	0.00	-0.58	59.47	0	0	87	59	0	21.64	80.00	24.48	22.37	9.43	2.206	35.984	2	2
965	38.092338	-5.581837	379.25	380.45	1.20	0.00	-2.20	9.96	0	0	14	60	0	24.27	40.02	22.37	22.89	1.57	2.209	36.043	1	1
966	38.092276	-5.581755	379.50	380.23	0.73	0.00	-3.48	12.02	0	0	0	60	0	30.91	38.91	22.89	24.19	1.83	2.209	36.053	1	1
967	38.092221	-5.581637	379.50	379.81	0.31	0.00	-3.86	9.21	0	0	0	60	0	32.97	38.57	24.19	25.20	1.32	2.210	36.065	1	1
968	38.092210	-5.581533	380.75	379.45	-1.30	0.00	-4.91	6.49	0	0	-9	0	0	37.62	37.62	25.20	25.89	0.90	2.210	36.075	10	1
969	38.092219	-5.581460	381.25	379.14	-2.11	0.00	-4.99	9.12	0	0	-18	0	0	37.55	37.55	25.89	26.82	1.23	2.210	36.081	10	1
970	38.092265	-5.581374	381.25	378.68	-2.57	0.00	-4.96	7.52	0	0	-14	0	0	37.58	37.58	26.82	27.50	0.98	2.211	36.090	10	1
971	38.092305	-5.581305	381.25	378.31	-2.94	0.00	-5.31	6.56	0	0	-55	0	0	37.26	37.26	27.50	28.16	0.83	2.211	36.098	10	1
972	38.092360	-5.581278	380.75	377.96	-2.79	0.00	-6.61	8.46	0	0	-198	0	0	36.04	36.04	28.16	29.41	1.05	2.211	36.104	10	1
973	38.092436	-5.581280	379.50	377.40	-2.10	0.00	-8.11	16.68	0	0	-349	0	0	34.58	34.58	29.41	32.46	1.93	2.212	36.113	10	2
974	38.092567	-5.581372	375.75	376.06	0.31	0.00	-6.31	26.55	0	0	-166	0	0	36.32	36.32	32.46	34.71	2.84	2.212	36.129	10	2
975	38.092767	-5.581537	370.25	374.38	4.13	0.00	-6.02	14.71	0	0	-134	0	0	36.60	36.60	34.71	35.60	1.50	2.213	36.156	10	1
976	38.092884	-5.581615	367.25	373.50	6.25	0.00	-5.91	12.06	0	0	-122	0	0	36.70	36.70	35.60	36.18	1.20	2.213	36.171	10	1
977	38.092988	-5.581654	365.00	372.79	7.79	0.00	-6.30	11.23	0	0	-165	0	-165	36.33	36.33	36.18	36.33	1.11	2.214	36.183	105	2
978	38.093089	-5.581654	363.50	372.08	8.58	0.00	-6.35	13.92	0	0	-171	0	-180	36.28	36.28	36.33	36.28	1.38	2.214	36.194	35	2
979	38.093208	-5.581605	362.75	371.20	8.45	0.00	-5.88	15.18	0	0	-119	0	-119	36.73	36.73	36.28	36.73	1.49	2.214	36.208	105	2
980	38.093325	-5.581516	362.25	370.31	8.06	0.00	-5.50	13.82	0	0	-77	0	-77	37.08	37.08	36.73	37.08	1.35	2.215	36.223	105	2
981	38.093419	-5.581413	363.75	369.55	5.80	0.00	-5.14	14.36	0	0	-36	0	0	37.41	37.41	37.08	37.27	1.39	2.215	36.237	10	1
982	38.093483	-5.581271	365.50	368.81	3.31	0.00	-7.76	15.23	0	0	-316	0	-723	34.92	34.92	37.27	34.92	1.56	2.216	36.251	35	2
983	38.093488	-5.581098	367.25	367.63	0.38	0.00	-5.49	45.07	0	0	-75	0	0	37.09	37.09	34.92	36.54	4.52	2.216	36.266	10	2
984	38.093482	-5.580585	372.50	365.16	-7.34	0.00	-4.71	24.99	0	0	0	0	0	37.12	37.81	36.54	36.59	2.44	2.217	36.312	10	1
985	38.093506	-5.580302	374.25	363.99	-10.26	0.00	-5.42	17.75	0	0	-68	0	0	37.15	37.15	36.59	37.05	1.73	2.218	36.337	10	1
986	38.093580	-5.580123	373.25	363.03	-10.22	0.00	-6.13	27.97	0	0	-147	0	-203	36.49	36.49	37.05	36.49	2.76	2.218	36.354	35	2
987	38.093771	-5.579916	367.75	361.31	-6.44	0.00	-5.40	40.54	0	0	-66	0	-66	37.17	37.17	36.49	37.17	3.95	2.219	36.382	105	2
988	38.094075	-5.579661	358.75	359.13	0.38	0.00	-4.00	33.24	0	0	0	0	0	33.68	38.45	37.17	36.57	3.30	2.220	36.423	20	1
989	38.094294	-5.579403	357.25	357.80	0.55	0.00	-2.52	20.35	0	0	0	0	0	25.00	39.75	36.57	35.23	2.05	2.221	36.456	20	1
990	38.094392	-5.579207	357.50	357.29	-0.21	0.00	-2.63	18.83	0	0	0	0	0	25.80	39.65	35.23	34.20	1.97	2.222	36.476	20	1
991	38.094423	-5.578996	356.50	356.79	0.29	0.00	-1.98	14.42	0	0	20	0	0	23.47	80.00	34.20	33.16	1.56	2.222	36.495	20	1
992	38.094415	-5.578832	355.75	356.51	0.76	0.00	-0.32	13.97	0	0	96	0	0	21.09	80.00	33.16	31.34	1.56	2.223	36.510	20	2
993	38.094358	-5.578690	355.50	356.46	0.96	0.00	0.26	14.82	0	0	103	0	0	18.98	80.00	31.34	29.14	1.77	2.223	36.524	20	2
994	38.094295	-5.578541	355.00	356.50	1.50	0.00	0.80	7.51	0	0	108	0	0	17.01	80.00	29.14	27.88	0.96	2.224	36.538	20	1
995	38.094269	-5.578462	355.00	356.56	1.56	0.00	1.22	11.86	0	0	111	0	0	15.59	80.00	27.88	25.68	1.60	2.224	36.546	20	2
996	38.094275	-5.578327	354.25	356.70	2.45	0.00	1.42	14.80	0	0	113	0	0	14.98	80.00	25.68	22.78	2.21	2.224	36.558	20	2
997	38.094347	-5.578185	354.75	356.91	2.16	0.00	1.63	15.65	0	0	115	0	0	14.35	80.00	22.78	19.44	2.67	2.225	36.573	20	2
998	38.094461	-5.578080	355.00	357.17	2.17	0.00	2.04	20.19	0	0	117	106	0	13.26	80.00	19.44	17.30	4.00	2.226	36.588	2	2
999	38.094619	-5.577966	355.50	357.58	2.08	0.00	1.61	32.08	0	0	114	103	0	14.41	80.00	17.30	15.52	7.15	2.227	36.608	2	2
1000	38.094753	-5.577642	358.50	358.10	-0.40	0.00	1.46	20.17	0	0	113	121	0	14.85	80.00	15.52	15.52	4.68	2.229	36.641	4	1
1001	38.094866	-5.577462	360.75	358.39	-2.36	0.00	1.02	19.51	0	0	110	102	0	16.24	80.00	15.52	15.52	4.53	2.230	36.661	4	1
1002	38.095038	-5.577416	361.50	358.59	-2.91	0.00	0.34	13.60	0	0	104	115	0	18.65	80.00	15.52	16.32	3.00	2.231	36.680	1	1
1003	38.095160	-5.577430	361.25	358.64	-2.61	0.00	-1.74	20.49	0	0	29	60	0	22.82	80.00	16.32	18.37	4.21	2.232	36.694	1	2
1004	38.095329	-5.577524	359.50	358.28	-1.22	0.00	-3.15	35.93	0	0	0	60	0	29.03	39.20	18.37	23.10	6.17	2.233	36.714	1	3
1005	38.095595	-5.577757	356.75	357.15	0.40	0.00	-4.09	17.67	0	0	0	60	0	34.15	38.37	23.10	25.39	2.61	2.235	36.750	1	2
1006	38.095745	-5.577824	356.00	356.43	0.43	0.00	-1.25	83.10	0	0	53	33	0	22.18	80.00	25.39	23.11	12.75	2.236	36.768	2	2
1007	38.096492	-5.577762	346.50	355.39	8.89	0.00	-1.44	10.85	0	0	43	51	0	22.33	80.00	23.11	23.11	1.69	2.239	36.851	4	1
1008	38.096581	-5.577711	345.25	355.23	9.98	0.00	-1.32	17.00	0	0	49	59	0	22.23	80.00	23.11	23.11	2.65	2.240	36.862	4	1
1009	38.096676	-5.577559	343.75	355.01	11.26	0.00	-1.19	14.85	0	0	57	67	0	22.14	80.00	23.11	23.11	2.31	2.241	36.879	4	1
1010	38.096684	-5.577390	343.75	354.83	11.08	0.00	-1.04	12.66	0	0	64	76	0	22.06	80.00	23.11	23.11	1.97	2.241	36.894	4	1
1011	38.096648	-5.577253	344.00	354.70	10.70	0.00	-2.22	11.45	0	0	14	2	0	24.35	40.00	23.11	23.11	1.78	2.242	36.906	4	1
1012	38.096604	-5.577135	345.00	354.45	9.45	0.00	-1.01	87.28	0	0	66	54	0	22.05	80.00	23.11	22.05	14.19	2.242	36.918	204	2
1013	38.096237	-5.576255	353.25	353.56	0.31	0.00	0.39	29.26	0	0	105	55	0	18.47	80.00	22.05	19.85	5.24	2.246	37.005	2	2
1014	38.096079	-5.575988	355.00	353.68	-1.32	0.00	-0.83	66.98	0	0	75	83	0	21.93	80.00	19.85	21.24	11.61	2.248	37.034	1	2
1015	38.095694	-5.575400	354.25	353.12	-1.13	0.00	-0.99	12.50	0	0	67	59	0	22.04	80.00	21.24	21.24	2.12	2.251	37.101	4	1
1016	38.095658	-5.575265	352.25	352.99	0.74	0.00	-0.83	9.88	0	0	76	68	0	21.93	80.00	21.24	21.24	1.67	2.251	37.114	4	1
1017	38.095667	-5.575153	349.50	352.91	3.41	0.00	0.49	6.83	0	0	106	0	0	18.11	80.00	21.24	20.25	1.20	2.252	37.124	20	1
1018	38.095702	-5.575089	346.75	352.95	6.20	0.00	0.91	86.52	0	0	109	87	0	16.61	80.00	20.25	16.61	18.03	2.252	37.131	24	4
1019	38.096342	-5.574526	341.25	353.74	12.49	0.00	1.11	58.61	0	0	111	106	0	15.95	80.00	16.61	15.95	13.11	2.257	37.217	24	2
1020	38.096779	-5.574151	348.75	354.39	5.64	0.00	2.29	40.29	0	0	119	107	0	12.65	80.00	15.95	13.16	10.20	2.261	37.276	2	2
1021	38.097128	-5.574025	351.50	355.31	3.81	0.00	2.26	48.97	0	0	119	116	0	12.73	80.00	13.16	12.73	13.79	2.264	37.316	24	2
1022	38.097569	-5.574018	355.00	356.42	1.42	0.00	4.25	17.49	0	0	132	119	0	9.32	80.00	12.73	10.15	5.69	2.268	37.365	2	2
1023	38.097725	-5.573991	356.50	357.16	0.66	0.00	5.56	11.93	0	0	140	126	0	8.02	80.00	10.15	8.06	4.79	2.269	37.382	2	2
1024	38.097816	-5.573919	357.75	357.82	0.07	0.00	7.04	12.02	0	0	150	144	0	7.01	80.00	8.06	7.01	6.00	2.270	37.394	24	2
1025	38.097878	-5.573807	358.50	358.67	0.17	0.00	6.30	19.15	0	0	145	147	0	7.46	80.00	7.01	7.46	9.30	2.272	37.406	14	2
1026	38.097965	-5.573619	360.00	359.87	-0.13	0.00	10.03	13.47	0	0	150	146	0	5.13	80.00	7.46	5.13	8.94	2.275	37.426	24	3
1027	38.098052	-5.573513	361.00	361.21	0.21	0.00	8.13	36.95	0	0	150	151	0	6.18	80.00	5.13	6.18	21.69	2.277	37.439	14	2
1028	38.098360	-5.573357	364.00	364.21	0.21	0.00	8.13	23.65	0	0	150	150	0	6.18	80.00	6.18	6.18	13.77	2.283	37.476	4	1
1029	38.098545	-5.573225	366.00	366.13	0.13	0.00	6.49	20.88	0	0	146	149	0	7.33	80.00	6.18	7.33	10.49	2.287	37.500	14	2
1030	38.098711	-5.573114	368.00	367.48	-0.52	0.00	5.66	11.79	0	0	141	145	0	7.93	80.00	7.33	7.93	5.44	2.290	37.520	14	2
1031	38.098816	-5.573095	368.75	368.14	-0.61	0.00	9.11	13.23	0	0	150	144	0	5.59	80.00	7.93	5.59	7.98	2.291	37.532	24	3
1032	38.098931	-5.573132	369.50	369.34	-0.16	0.00	3.70	73.23	0	0	128	132	0	10.06	80.00	5.59	10.06	27.41	2.294	37.545	14	4
1033	38.099513	-5.573524	372.00	372.05	0.05	0.00	4.61	19.83	0	0	134	128	0	8.91	80.00	10.06	8.91	7.76	2.301	37.619	24	2
1034	38.099677	-5.573613	372.50	372.96	0.46	0.00	4.32	27.73	0	0	132	134	0	9.24	80.00	8.91	9.24	10.82	2.303	37.639	14	2
1035	38.099926	-5.573634	374.25	374.16	-0.09	0.00	3.86	16.35	0	0	129	135	0	9.83	80.00	9.24	9.83	6.06	2.306	37.666	14	2
1036	38.100069	-5.573678	374.75	374.79	0.04	0.00	3.68	14.03	0	0	128	125	0	10.08	80.00	9.83	9.83	5.14	2.308	37.683	4	1
1037	38.100190	-5.573724	374.75	375.30	0.55	0.00	5.14	11.89	0	0	138	126	0	8.38	80.00	9.83	8.38	4.76	2.310	37.697	24	2
1038	38.100297	-5.573724	375.25	375.92	0.67	0.00	8.06	13.80	0	0	150	143	0	6.23	80.00	8.38	6.23	7.47	2.311	37.709	24	3
1039	38.100409	-5.573657	376.50	377.02	0.52	0.00	6.90	19.67	0	0	149	151	0	7.08	80.00	6.23	7.08	10.15	2.313	37.722	14	2
1040	38.100550	-5.573522	378.50	378.38	-0.12	0.00	7.00	10.53	0	0	150	151	0	7.03	80.00	7.08	7.08	5.35	2.316	37.742	4	1
1041	38.100619	-5.573440	379.50	379.11	-0.39	0.00	11.54	12.12	0	0	150	146	0	4.51	80.00	7.08	4.51	9.10	2.317	37.753	24	3
1042	38.100662	-5.573314	380.50	380.50	0.00	0.00	10.94	45.59	0	0	150	150	0	4.74	80.00	4.51	4.74	34.66	2.320	37.765	14	2
1043	38.100682	-5.572798	384.25	385.46	1.21	0.00	9.11	42.05	0	0	150	150	0	5.59	80.00	4.74	5.59	27.20	2.329	37.810	14	2
1044	38.100777	-5.572336	389.00	389.27	0.27	0.00	19.01	20.54	0	0	150	149	0	2.84	80.00	5.59	2.84	25.50	2.337	37.852	24	3
1045	38.100775	-5.572106	392.00	393.11	1.11	0.00	11.58	55.37	0	0	150	150	0	4.50	80.00	2.84	4.50	44.54	2.344	37.873	14	2
1046	38.100626	-5.571508	400.00	399.48	-0.52	0.00	13.74	20.11	0	0	150	149	0	3.84	80.00	4.50	3.84	18.78	2.356	37.928	24	2
1047	38.100541	-5.571308	403.25	402.21	-1.04	0.00	7.54	35.58	0	0	150	151	0	6.60	80.00	3.84	6.60	19.92	2.362	37.948	14	3
1048	38.100354	-5.570980	405.75	404.89	-0.86	0.00	5.81	17.36	0	0	142	145	0	7.81	80.00	6.60	7.81	8.26	2.367	37.984	14	2
1049	38.100283	-5.570804	406.75	405.90	-0.85	0.00	8.43	21.39	0	0	150	147	0	5.99	80.00	7.81	5.99	12.48	2.370	38.001	24	3
1050	38.100234	-5.570569	407.25	407.69	0.44	0.00	4.69	87.64	0	0	135	137	0	8.83	80.00	5.99	8.83	36.38	2.373	38.023	14	3
1051	38.100241	-5.569571	416.50	411.80	-4.70	0.00	2.96	35.12	0	0	124	131	0	11.27	80.00	8.83	11.27	11.90	2.383	38.110	14	3
1052	38.100251	-5.569171	420.50	412.84	-7.66	0.00	2.75	10.05	0	0	122	117	0	11.68	80.00	11.27	11.27	3.21	2.386	38.145	4	1
1053	38.100213	-5.569067	421.50	413.11	-8.39	0.00	3.99	8.98	0	0	130	117	0	9.65	80.00	11.27	10.35	3.09	2.387	38.155	2	1
1054	38.100154	-5.568997	421.25	413.47	-7.78	0.00	3.63	39.45	0	0	128	127	0	10.16	80.00	10.35	10.16	13.98	2.388	38.164	24	2
1055	38.099807	-5.568901	415.50	414.90	-0.60	0.00	1.15	53.10	0	0	111	122	0	15.82	80.00	10.16	15.12	14.23	2.392	38.204	1	4
1056	38.099401	-5.568581	415.25	415.51	0.26	0.00	1.84	21.36	0	0	116	104	0	13.77	80.00	15.12	14.22	5.32	2.396	38.257	2	1
1057	38.099264	-5.568410	415.75	415.91	0.16	0.00	1.51	21.13	0	0	114	108	0	14.71	80.00	14.22	14.22	5.35	2.397	38.278	4	1
1058	38.099192	-5.568187	416.00	416.23	0.23	0.00	2.63	9.57	0	0	121	109	0	11.91	80.00	14.22	13.42	2.52	2.399	38.299	2	1
1059	38.099180	-5.568079	416.00	416.48	0.48	0.00	9.52	17.71	0	0	150	140	0	5.37	80.00	13.42	5.37	8.56	2.400	38.309	24	6
1060	38.099181	-5.567878	416.50	418.16	1.66	0.00	9.28	59.72	0	0	150	150	0	5.50	80.00	5.37	5.50	39.12	2.402	38.327	14	2
1061	38.099394	-5.567256	425.00	423.68	-1.32	0.00	6.38	30.46	0	0	146	148	0	7.41	80.00	5.50	7.41	15.22	2.413	38.386	14	3
1062	38.099521	-5.566949	428.00	425.61	-2.39	0.00	4.05	54.71	0	0	131	134	0	9.58	80.00	7.41	9.58	21.06	2.417	38.417	14	3
1063	38.099757	-5.566402	433.50	427.83	-5.67	0.00	2.43	37.06	0	0	120	129	0	12.35	80.00	9.58	12.35	11.66	2.423	38.472	14	3
1064	38.099915	-5.566030	436.00	428.73	-7.27	0.00	3.03	11.39	0	0	124	112	0	11.14	80.00	12.35	11.59	3.49	2.426	38.509	2	1
1065	38.099950	-5.565908	436.00	429.07	-6.93	0.00	3.63	20.24	0	0	128	118	0	10.16	80.00	11.59	10.16	6.79	2.427	38.520	24	2
1066	38.099990	-5.565683	435.00	429.80	-5.20	0.00	3.06	29.75	0	0	124	129	0	11.08	80.00	10.16	11.08	9.84	2.429	38.540	14	2
1067	38.100011	-5.565345	432.00	430.72	-1.28	0.00	2.88	19.86	0	0	123	127	0	11.41	80.00	11.08	11.41	6.29	2.432	38.570	14	2
1068	38.100059	-5.565127	431.25	431.29	0.04	0.00	3.10	15.56	0	0	125	130	0	11.01	80.00	11.41	11.41	4.91	2.434	38.590	4	1
1069	38.100121	-5.564968	431.00	431.77	0.77	0.00	5.06	17.07	0	0	137	123	0	8.45	80.00	11.41	8.53	6.30	2.435	38.606	2	2
1070	38.100225	-5.564825	432.25	432.63	0.38	0.00	7.86	17.74	0	0	150	145	0	6.37	80.00	8.53	6.37	9.52	2.437	38.623	24	3
1071	38.100353	-5.564705	434.25	434.02	-0.23	0.00	8.16	27.63	0	0	150	149	0	6.17	80.00	6.37	6.17	16.12	2.439	38.640	24	2
1072	38.100595	-5.564636	439.50	436.27	-3.23	0.00	11.05	24.65	0	0	150	149	0	4.69	80.00	6.17	4.69	18.63	2.444	38.668	24	2
1073	38.100810	-5.564699	446.50	438.98	-7.52	0.00	6.38	34.67	0	0	146	147	0	7.41	80.00	4.69	7.41	17.45	2.449	38.693	14	3
1074	38.101110	-5.564806	457.25	441.19	-16.06	0.00	7.63	8.25	0	0	150	143	0	6.53	80.00	7.41	6.53	4.41	2.454	38.727	24	2
1075	38.101184	-5.564810	459.25	441.81	-17.44	0.00	8.04	11.44	0	0	150	148	0	6.25	80.00	6.53	6.25	6.58	2.455	38.736	24	2
1076	38.101273	-5.564745	461.00	442.73	-18.27	0.00	7.92	11.61	0	0	150	151	0	6.33	80.00	6.25	6.33	6.61	2.457	38.747	14	2
1077	38.101347	-5.564652	462.00	443.65	-18.35	0.00	7.80	10.15	0	0	150	148	0	6.41	80.00	6.33	6.33	5.77	2.459	38.759	4	1
1078	38.101379	-5.564544	461.75	444.44	-17.31	0.00	7.55	9.07	0	0	150	144	0	6.60	80.00	6.33	6.33	5.16	2.460	38.769	4	1
1079	38.101383	-5.564441	460.75	445.12	-15.63	0.00	7.71	7.86	0	0	150	146	0	6.48	80.00	6.33	6.33	4.47	2.462	38.778	4	1
1080	38.101371	-5.564353	459.25	445.72	-13.53	0.00	7.88	8.54	0	0	150	149	0	6.36	80.00	6.33	6.33	4.86	2.463	38.786	4	1
1081	38.101334	-5.564268	456.75	446.39	-10.36	0.00	8.02	9.53	0	0	150	149	0	6.26	80.00	6.33	6.26	5.48	2.464	38.794	24	2
1082	38.101282	-5.564182	453.75	447.16	-6.59	0.00	7.14	10.76	0	0	150	153	0	6.92	80.00	6.26	6.92	5.70	2.466	38.804	14	2
1083	38.101221	-5.564087	451.50	447.92	-3.58	0.00	7.30	8.12	0	0	150	148	0	6.79	80.00	6.92	6.79	4.30	2.467	38.814	24	2
1084	38.101182	-5.564009	450.25	448.51	-1.74	0.00	7.10	10.75	0	0	150	146	0	6.96	80.00	6.79	6.79	5.70	2.469	38.823	4	1
1085	38.101168	-5.563888	449.75	449.28	-0.47	0.00	15.14	13.16	0	0	150	148	0	3.51	80.00	6.79	3.51	12.75	2.470	38.833	24	3
1086	38.101176	-5.563740	450.50	451.24	0.74	0.00	8.20	76.03	0	0	150	150	0	6.14	80.00	3.51	6.14	45.05	2.474	38.846	14	3
1087	38.101400	-5.562924	456.50	457.46	0.96	0.00	9.62	25.75	0	0	150	149	0	5.32	80.00	6.14	5.32	17.30	2.486	38.923	24	2
1088	38.101534	-5.562686	459.00	459.92	0.92	0.00	9.16	21.03	0	0	150	151	0	5.56	80.00	5.32	5.56	13.63	2.491	38.948	14	2
1089	38.101668	-5.562518	462.25	461.84	-0.41	0.00	9.60	12.81	0	0	150	149	0	5.33	80.00	5.56	5.33	8.64	2.495	38.969	24	2
1090	38.101721	-5.562389	464.25	463.06	-1.19	0.00	10.04	18.69	0	0	150	149	0	5.12	80.00	5.33	5.12	13.13	2.497	38.982	24	2
1091	38.101749	-5.562180	464.50	464.93	0.43	0.00	9.25	55.50	0	0	150	150	0	5.51	80.00	5.12	5.51	36.28	2.501	39.001	14	2
1092	38.101915	-5.561586	470.50	470.04	-0.46	0.00	6.67	40.52	0	0	148	149	0	7.22	80.00	5.51	7.22	20.56	2.511	39.056	14	2
1093	38.102042	-5.561154	474.25	472.74	-1.51	0.00	4.10	31.83	0	0	131	137	0	9.51	80.00	7.22	9.51	12.59	2.517	39.097	14	3
1094	38.102169	-5.560829	478.00	474.04	-3.96	0.00	4.62	9.75	0	0	134	145	0	8.90	80.00	9.51	9.51	3.69	2.520	39.129	4	1
1095	38.102166	-5.560718	477.50	474.49	-3.01	0.00	4.77	12.28	0	0	135	128	0	8.75	80.00	9.51	8.75	4.93	2.521	39.138	24	2
1096	38.102115	-5.560594	475.00	475.08	0.08	0.00	4.31	12.37	0	0	132	124	0	9.25	80.00	8.75	8.75	5.09	2.523	39.151	4	1
1097	38.102028	-5.560506	471.25	475.61	4.36	0.00	4.90	8.75	0	0	136	139	0	8.61	80.00	8.75	8.75	3.60	2.524	39.163	4	1
1098	38.101979	-5.560428	469.00	476.04	7.04	0.00	4.07	12.62	0	0	131	139	0	9.55	80.00	8.75	9.55	4.88	2.525	39.172	14	2
1099	38.101934	-5.560296	467.50	476.55	9.05	0.00	4.16	7.05	0	0	131	133	0	9.44	80.00	9.55	9.55	2.66	2.526	39.184	4	1
1100	38.101928	-5.560216	467.25	476.85	9.60	0.00	4.24	8.52	0	0	132	135	0	9.33	80.00	9.55	9.55	3.21	2.527	39.191	4	1
1101	38.101950	-5.560123	468.25	477.21	8.96	0.00	4.35	10.73	0	0	133	138	0	9.21	80.00	9.55	9.55	4.04	2.528	39.200	4	1
1102	38.102017	-5.560035	470.75	477.67	6.92	0.00	4.04	14.48	0	0	131	130	0	9.59	80.00	9.55	9.55	5.46	2.529	39.211	4	1
1103	38.102135	-5.559965	474.25	478.26	4.01	0.00	3.05	16.20	0	0	124	137	0	11.10	80.00	9.55	11.16	5.65	2.531	39.225	1	1
1104	38.102274	-5.559909	478.00	478.75	0.75	0.00	2.55	12.82	0	0	121	133	0	12.08	80.00	11.16	11.93	3.97	2.532	39.241	1	1
1105	38.102369	-5.559826	480.00	479.08	-0.92	0.00	2.67	10.89	0	0	122	123	0	11.83	80.00	11.93	11.93	3.29	2.533	39.254	4	1
1106	38.102426	-5.559725	480.50	479.37	-1.13	0.00	2.49	16.85	0	0	120	117	0	12.21	80.00	11.93	11.93	5.08	2.534	39.265	4	1
1107	38.102479	-5.559545	479.75	479.79	0.04	0.00	1.91	17.02	0	0	116	128	0	13.59	80.00	11.93	12.96	4.80	2.536	39.282	1	1
1108	38.102538	-5.559366	479.00	480.12	1.12	0.00	2.09	8.98	0	0	118	116	0	13.13	80.00	12.96	12.96	2.49	2.537	39.299	4	1
1109	38.102583	-5.559281	479.00	480.30	1.30	0.00	3.90	14.30	0	0	130	117	0	9.78	80.00	12.96	10.99	4.40	2.538	39.308	2	2
1110	38.102703	-5.559222	481.50	480.86	-0.64	0.00	1.93	53.09	0	0	117	125	0	13.54	80.00	10.99	13.54	14.94	2.539	39.322	14	3
1111	38.103170	-5.559092	492.25	481.89	-10.36	0.00	1.96	13.38	0	0	117	118	0	13.46	80.00	13.54	13.54	3.56	2.543	39.375	4	1
1112	38.103261	-5.558992	493.50	482.15	-11.35	0.00	3.31	12.25	0	0	126	113	0	10.66	80.00	13.54	12.08	3.44	2.544	39.389	2	1
1113	38.103282	-5.558855	492.25	482.55	-9.70	0.00	3.05	39.70	0	0	124	119	0	11.11	80.00	12.08	11.11	12.65	2.545	39.401	24	2
1114	38.103206	-5.558413	483.25	483.76	0.51	0.00	2.51	34.15	0	0	121	127	0	12.17	80.00	11.11	12.17	10.33	2.548	39.441	14	2
1115	38.103196	-5.558024	478.75	484.62	5.87	0.00	2.56	20.04	0	0	121	122	0	12.06	80.00	12.17	12.17	5.93	2.551	39.475	4	1
1116	38.103257	-5.557809	478.75	485.13	6.38	0.00	2.77	18.59	0	0	122	129	0	11.63	80.00	12.17	12.17	5.50	2.553	39.495	4	1
1117	38.103358	-5.557640	480.00	485.65	5.65	0.00	2.56	20.81	0	0	121	119	0	12.06	80.00	12.17	12.06	6.21	2.555	39.513	24	2
1118	38.103533	-5.557555	483.00	486.18	3.18	0.00	2.26	16.83	0	0	119	111	0	12.72	80.00	12.06	12.06	5.02	2.556	39.534	4	1
1119	38.103675	-5.557488	485.75	486.56	0.81	0.00	2.91	12.75	0	0	123	132	0	11.36	80.00	12.06	12.06	3.81	2.558	39.551	4	1
1120	38.103750	-5.557378	487.00	486.93	-0.07	0.00	2.28	27.41	0	0	119	125	0	12.67	80.00	12.06	12.67	7.88	2.559	39.564	14	2
1121	38.103810	-5.557075	487.75	487.56	-0.19	0.00	1.92	19.49	0	0	117	106	0	13.57	80.00	12.67	12.67	5.54	2.561	39.591	4	1
1122	38.103844	-5.556857	488.00	487.93	-0.07	0.00	2.12	23.12	0	0	118	123	0	13.07	80.00	12.67	13.07	6.41	2.562	39.611	14	2
1123	38.103831	-5.556594	487.75	488.42	0.67	0.00	2.13	33.33	0	0	118	118	0	13.05	80.00	13.07	13.07	9.18	2.564	39.634	4	1
1124	38.103861	-5.556216	490.25	489.13	-1.12	0.00	2.28	36.08	0	0	119	116	0	12.68	80.00	13.07	12.68	10.20	2.567	39.667	24	2
1125	38.103749	-5.555830	492.75	489.96	-2.79	0.00	1.25	37.59	0	0	112	123	0	15.51	80.00	12.68	14.92	9.57	2.570	39.703	1	2
1126	38.103607	-5.555441	494.00	490.42	-3.58	0.00	1.43	8.85	0	0	113	113	0	14.95	80.00	14.92	14.92	2.14	2.572	39.741	4	1
1127	38.103578	-5.555347	494.75	490.55	-4.20	0.00	1.00	26.12	0	0	110	121	0	16.30	80.00	14.92	15.83	6.02	2.573	39.750	1	1
1128	38.103546	-5.555052	496.25	490.81	-5.44	0.00	0.65	32.06	0	0	107	118	0	17.52	80.00	15.83	16.88	6.92	2.575	39.776	1	1
1129	38.103561	-5.554687	492.25	491.02	-1.23	0.00	0.63	19.96	0	0	107	99	0	17.62	80.00	16.88	16.88	4.26	2.576	39.808	4	1
